RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
10013,13,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית ים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.8,6493.47,1.8,55,מעל שנה וחצי,3,,,,,67,387,2094.2,11790.6,30.5,,4.6,26.2,35.1,59.8,26.4,18.3,,4,23.2,32.1,42.4,9.6,,,,,,,15.1,18.1,ימי חול - 12:00-14:59,2023,1
10013,13,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית מוצקין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17,6568.56,1.6,54,מעל שנה וחצי,2,,,,,67,386,1843.1,10356.9,26.8,,9.9,26.6,33.1,46.9,22.1,12.7,,6.2,22.1,28.2,38.9,6.5,,,,,,,18.6,11.4,ימי חול - 12:00-14:59,2023,1
10014,14,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,19.5,58.53,0.6,66,מעל שנה וחצי,,,,,,0,3,0,37.5,12.5,,,,,,,,,,,,,,,,,,,,,12.5,שבת - 19:00-23:59,2023,1
10014,14,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,31.1,467.04,2.2,101,מעל שנה וחצי,,,,,,0,17,0,1015.1,59.7,,,,,,,,,,,,,,,,,,43.6,99.9,47.6,50.6,שבת - 12:00-14:59,2023,1
10016,16,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.5,4401.94,2.1,36,מעל שנה וחצי,,,,,,46,252,1740.9,9425.2,37.4,,0.5,29.4,36.6,66.1,30.3,30.9,,0.5,21.3,40.7,50,4,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10016,16,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.8,4194.55,1.8,32,מעל שנה וחצי,,,,,,48,266,1372.7,7457.9,28,,11.6,31.5,29.5,41.7,22.2,24.2,,9.8,16,19.7,43.2,3.5,,,,,,,,,שישי - 12:00-14:59,2023,1
10017,17,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.6,6970.73,1.6,59,מעל שנה וחצי,,,,,,55,309,2114.7,11457.1,37.1,,6.9,36.6,40.6,53.8,27.2,47.2,,4,18.3,24.5,39.6,6.4,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10017,17,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,20.5,7040.1,1.7,51,מעל שנה וחצי,,,,,,66,360,2216.8,11886,33,,15,32.6,37.3,51.2,22.3,,,8.9,23.4,26.7,39.4,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10018,18,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,6,13.9,5816.96,2.4,47,מעל שנה וחצי,,,,,,71,420,2409.9,13986.1,33.3,,9.1,25.7,41,59.3,26.8,27.2,,9.3,21.7,33.2,51.6,12.8,,,,,11.3,43.6,25,25.6,ימי חול - 12:00-14:59,2023,1
10018,18,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,13,5675.74,2.6,37,מעל שנה וחצי,,,,,,74,439,2529.4,14726.9,33.5,,14,33.2,42,59.2,21.8,25.1,,10.8,25.8,38.6,53.8,2.7,,,,,29.3,50.9,18.1,18.7,ימי חול - 12:00-14:59,2023,1
10019,19,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.4,4745.18,2.9,52,מעל שנה וחצי,,,,,,74,417,2413.1,13594,32.6,,,28.1,30.7,56.7,22.9,26.1,,,28.6,34.4,36.6,24.9,,,,,,,37.7,23.8,ימי חול - 12:00-14:59,2023,1
10019,19,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.5,4539.79,2.6,46,מעל שנה וחצי,,,,,,72,400,2160.2,12009.6,30,,,21,31.6,48.3,22.2,27.1,,,21.1,33.9,46.4,12.9,,,,,,,11,18,ימי חול - 12:00-14:59,2023,1
10020,20,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,20.1,6834,1.9,86,מעל שנה וחצי,14,,,,,60,340,2283.9,12728.3,37.4,,6.7,39.2,43.3,71.9,28.1,19.1,,7,25.1,35.8,51.7,12,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10021,21,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,105.76,0.8,35,מעל שנה וחצי,,,,,,2,10,16.2,81,8.1,,8.1,,,,,,,,,,,,,,,,,,,,ימי חול - 04:00-05:59,2023,1
10023,23,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.29,1.6,34,מעל שנה וחצי,,,,,,0,9,0,148.7,16.5,,,,,,,,,,,,,,,,,,12.2,25,0,,שבת - 12:00-14:59,2023,1
10023,23,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.19,1.7,34,מעל שנה וחצי,,,,,,0,9,0,162.3,18,,,,,,,,,,,,,,,,,,12.8,25.7,8.3,,שבת - 12:00-14:59,2023,1
10024,24,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.6,7337.46,1.5,66,מעל שנה וחצי,,,,,,49,276,2038.1,11257.6,40.8,,8.1,32.3,42,66.5,32.9,39.5,,3.5,26.7,33.9,53.9,14.6,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10024,24,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.9,6782.25,1.5,59,מעל שנה וחצי,,,,,,53,296,1909.8,10455.4,35.3,,6.4,34.2,34.5,62.1,25.8,24.3,,6.9,20.4,33.2,39.6,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10025,25,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.5,3221.69,1.5,33,מעל שנה וחצי,,,,,,64,385,821,4828.4,12.5,,1.1,10,11,25.1,12.1,8,,2.5,7.9,13.2,25.4,0,,,,8.4,9.5,21.3,4.8,4,שישי - 12:00-14:59,2023,1
10025,25,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.6,3238.43,1.4,32,מעל שנה וחצי,,,,,,64,383,769.8,4654.1,12.2,,4,14.3,14.5,20.3,7.9,4.5,,4.2,13.6,16.2,19.1,0,,,,,14.1,17.2,7.4,5,ימי חול - 12:00-14:59,2023,1
10027,27,1,תנופה,שומרון,מרכז,חדרה,מבוא דותן,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.5,1377.71,0.2,25,מעל שנה וחצי,3,"חרמש, מבוא דותן",,,,6,34,56.2,314.2,9.2,,,1.7,10.3,16.5,13.8,7,,,1.9,12.3,11,,,,,,,,,8,ימי חול - 12:00-14:59,2023,1
10027,27,2,תנופה,שומרון,מרכז,מבוא דותן,חדרה,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40,1360.14,0.3,23,מעל שנה וחצי,3,"מבוא דותן, חרמש",,,,6,34,66,365.6,10.8,,,24.9,12.4,14.5,4.2,5.7,,,10.8,9.3,5.6,,,,,,,,9.9,,ימי חול - 06:00-08:59,2023,1
10028,28,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.3,5867.88,3.1,60,מעל שנה וחצי,2,,,,,56,321,3188.9,18364.5,57.2,,10.9,36.6,57.1,94,49.7,43.5,,11.3,34.6,61.9,94.7,36,,,,,,,65.4,48.9,שישי - 12:00-14:59,2023,1
10028,28,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.1,6597.22,3.2,57,מעל שנה וחצי,2,,,,,64,364,3714.7,20897.7,57.4,,4.6,55.6,60.7,97.4,42.8,44.5,,0.4,42.5,60.1,79.2,9,,,,,37.8,,32.2,44.2,ימי חול - 12:00-14:59,2023,1
10028,28,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,25.6,239.56,3,87,מעל שנה וחצי,1,,,,,0,9,0,715.7,79.5,,,,,,,,,,,,,,,,,,48.5,103.2,78.6,,שבת - 12:00-14:59,2023,1
10029,29,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,23.1,5513.25,1,79,מעל שנה וחצי,12,,,,,43,239,994.4,5457.2,22.8,,,18.9,18.8,40.5,18,18.8,,,12.8,17.4,32.3,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10030,30,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.3,3798.78,1.5,50,מעל שנה וחצי,,,,,,48,265,1002.3,5574.3,21,,3.8,20,17.5,36.9,17.3,15.1,,3.6,16.9,23,33.4,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10030,30,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.8,3633.43,1.4,55,מעל שנה וחצי,,,,,,48,264,901.9,5082.6,19.3,,0.7,22.5,17.5,38.6,14.4,8,,1.4,18.4,24.9,29.6,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10031,31,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.1,1901.99,1.6,51,מעל שנה וחצי,,,,,,20,111,567.7,3075.9,27.7,,,29.2,22.8,41.7,22.3,23.4,,,20.4,21.8,24.8,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10031,31,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,2040.42,1.8,52,מעל שנה וחצי,,,,,,22,121,680.9,3720.7,30.7,,,28.3,27.2,67.6,21.4,15.3,,,24.5,29.7,35,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10032,32,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,14.4,158.79,1.5,59,מעל שנה וחצי,33,,,,,2,11,45.1,243.9,22.2,,,,,22.6,,,,,,18.4,,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10032,32,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,10.1,60.47,1.6,44,מעל שנה וחצי,22,,,,,1,6,16.6,94.8,15.8,,,16.6,,,,,,,11.8,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
10032,32,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14,2248.04,0.7,54,מעל שנה וחצי,33,,,,,29,161,292.4,1629.7,10.1,,,11.2,10.3,19.1,7.7,6,,,6.3,13.4,11.5,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10033,33,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,3,7.7,2357.97,1.6,52,מעל שנה וחצי,3,,,,,53,300,668.2,3738.9,12.5,,0.9,12.2,12.2,23.6,9.5,6.1,,0.4,10.6,11.2,19.5,2.9,,,,,,,8.5,4,ימי חול - 12:00-14:59,2023,1
10034,34,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.3,45.34,2.6,55,מעל שנה וחצי,1,,,,,1,4,23.7,118.5,29.6,,,,,23.7,,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10034,34,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,7.6,2165.3,1.6,53,מעל שנה וחצי,2,,,,,50,282,618.5,3434,12.2,,2.2,13,12.6,19.8,9.2,6.4,,2.2,11.4,10.9,14.4,3.3,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10035,35,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.6,23.21,0.7,46,מעל שנה וחצי,,,,,,0,2,0.3,17.2,8.6,,,,,,,,,,,,,,,,,,,,15.4,0.3,שבת - 15:00-18:59,2023,1
10035,35,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.9,9.95,1.3,39,מעל שנה וחצי,,,,,,0,1,0,12.5,12.5,,,,,,,,,,,,,,,,,,,,12.5,,שבת - 15:00-18:59,2023,1
10036,36,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.7,1294.31,2.2,54,מעל שנה וחצי,,,,,,13,74,513.4,2816.3,38.1,,,31,41,59.4,28.6,,,,22,23.8,67.9,,,,,,,,,,שישי - 12:00-14:59,2023,1
10036,36,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,17.4,1660.19,2,51,מעל שנה וחצי,,,,,,20,113,597.7,3285,29.1,,4.3,24.8,41.1,61.9,22.9,19.8,,0.1,18.9,31.5,29.5,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10037,37,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,15,10824.06,2.4,81,מעל שנה וחצי,,,,,,86,491,4633.5,25977,52.9,,20.5,40.8,54.4,89.7,40.4,41.5,,20,36.3,41.7,73,39.7,,,,,27.1,95.4,46.8,29.4,שבת - 12:00-14:59,2023,1
10037,37,2,אגד,חיפה עירוני,מטרופולין חיפה,דאלית אל כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,28.9,9547.75,1.9,75,מעל שנה וחצי,,,,,,74,423,3261.7,18255.2,43.2,,5.4,43.4,50.5,81.7,27.3,26,,3,32.1,49,52.2,22.8,,,,,22.2,71.5,26.9,23.1,ימי חול - 12:00-14:59,2023,1
10038,38,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,3227.47,1.5,45,מעל שנה וחצי,16,,,,,50,279,868.4,4765,17.1,,6,17.6,18.2,33.1,13,8,,3.9,12.3,16.8,18.6,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10039,39,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,12.4,136.93,1.5,56,מעל שנה וחצי,9,,,,,2,11,39.4,205.4,18.7,,,,,19.7,,,,,,,8.4,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10039,39,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,2,10.1,118.04,1.4,47,מעל שנה וחצי,16,,,,,2,12,31.9,170.9,14.2,,,16,,,,,,,5.7,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
10039,39,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,2383.54,0.7,50,מעל שנה וחצי,8,,,,,37,205,301.6,1613.4,7.9,,,9.4,6.8,14.4,5.6,5.2,,,4.9,4.7,6.4,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10040,40,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.7,4146.35,2.2,45,מעל שנה וחצי,,,,,,47,295,1478.9,8972.9,30.4,,,16.9,37.3,62.6,27.5,14.3,,,16,33.6,55.6,8.9,,,,6,21.2,42.6,12.9,10.5,ימי חול - 12:00-14:59,2023,1
10040,40,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.4,3932.55,2.1,41,מעל שנה וחצי,,,,,,46,288,1407.1,8402,29.2,,8.5,26.7,42.7,51.4,22.5,11.6,,9.4,21.1,39.8,41.8,7.1,,,,7.5,23.4,30.6,8,6.6,ימי חול - 12:00-14:59,2023,1
10042,42,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,1187.6,2.2,44,מעל שנה וחצי,7,,,,,14,80,466.6,2642.2,33,,12.8,28.4,37.7,57.3,23.7,,,10.6,18.6,38.5,42.5,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10042,42,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.2,973.28,2.3,40,מעל שנה וחצי,6,,,,,14,80,407.1,2260.8,28.3,,,21.8,37.6,47.2,19,8.3,,,18.4,31.2,25.5,0,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10043,43,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,1582.56,1.2,39,מעל שנה וחצי,7,,,,,20,112,329.9,1848,16.5,,,14.8,12.5,36.5,10.5,8.8,,,13.7,16.8,22.6,0,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10043,43,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,1948.53,0.8,43,מעל שנה וחצי,7,,,,,21,118,293.5,1618.7,13.7,,4.5,22.8,14,17.8,8.3,10.4,,,14.5,11.4,9.5,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
10045,45,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.8,929.13,2.2,20,מעל שנה וחצי,,,,,,23,137,367.2,2007.6,14.7,,4.3,23.7,,,0,10.7,,3.3,7,,,,,,,,,,1.3,13,ימי חול - 06:00-08:59,2023,1
10045,45,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.5,1188.95,1.7,19,מעל שנה וחצי,,,,,,31,183,335.6,1963.9,10.7,,17.1,17.4,15.4,,9.2,3.6,,7.8,11,14,9.6,0,,,,,,,,9.6,ימי חול - 06:00-08:59,2023,1
10047,47,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.3,1600.56,2.2,32,מעל שנה וחצי,5,,,,,28,156,642.7,3457,22.2,,,37.2,17.3,35.2,15.6,20,,,13.6,10.7,23,0,,,,,,,,,ימי חול - 06:00-08:59,2023,1
10047,47,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.7,1655.79,1.7,32,מעל שנה וחצי,9,,,,,31,171,538,2847.4,16.7,,6.6,17.7,14.2,34.9,11,14.1,,2.6,7.4,12.1,13.9,0,,,,,,,,,ימי חול - 12:00-14:59,2023,1
10048,48,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,אחיהוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,35.7,2313.37,0.1,42,מעל שנה וחצי,,,,,,12,66,46.3,243.9,3.7,,0,3.4,6.6,5.3,3.7,2.5,,0.1,1.4,2,5.9,,,,,,,,,0.9,ימי חול - 09:00-11:59,2023,1
10048,48,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אחיהוד,נהריה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.9,2443.31,0.1,40,מעל שנה וחצי,2,,,,,12,68,33.4,186,2.7,,,2,3.7,4.9,1.7,1.2,,,1,4.1,2.5,,,,,,,,,0.3,ימי חול - 12:00-14:59,2023,1
10049,49,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,2388.6,2.5,31,מעל שנה וחצי,11,,,,,41,225,1118.6,5989.9,26.6,,1.5,20.8,23.5,45.9,27.6,20.1,,,10,17.8,28.7,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
