RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
20383,383,1,אגד תעבורה,עוטף ירושלים,י-ם,ירושלים,הר חברון,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,43.6,2618.52,0.4,12,מעל שנה וחצי,,,,,,12,60,231.2,1156,19.3,,,3.7,18.9,25,17.3,26.5,,,,,,,,,,,,,,,ימי חול - 19:00-23:59,2023,1
20383,383,2,אגד תעבורה,עוטף ירושלים,י-ם,הר חברון,ירושלים,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,50.3,3269.44,0.2,15,מעל שנה וחצי,,,,,,13,65,161.7,808.5,12.4,,15.2,22.5,16.1,18.1,9.3,4.4,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
20385,385,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,מגאר,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,65.3,2285.75,0.1,38,מעל שנה וחצי,,,,,,7,35,23.7,118.5,3.4,,,6.4,3.1,2.6,1.2,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
20385,385,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,חיפה,מגאר,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,66.6,1665.9,0,38,לפני 6 חודשים,,,,,,5,25,15.5,77.5,3.1,,,,,3,3.5,2.4,,,,,,,,,,,,,,,ימי חול - 15:00-18:59,2023,1
20479,479,1,אגד תעבורה,עוטף ירושלים,י-ם,ירושלים,עמנואל,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,96.6,869.54,0.1,26,מעל שנה וחצי,,,,,,1,9,7.7,87.4,9.7,,,,,7.1,,,,,,10.1,24.4,,,,,,,,,7.2,שישי - 12:00-14:59,2023,1
20479,479,2,אגד תעבורה,עוטף ירושלים,י-ם,עמנואל,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,97.4,973.85,0.1,27,מעל שנה וחצי,,,,,,1,10,10.3,128.8,12.9,,,,,,2.4,,,,,,19.4,,,,,,,,,12.8,שישי - 12:00-14:59,2023,1
21003,3,1,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,26,407.58,1.4,85,מעל שנה וחצי,,,,,,2,19,56.8,589,31,,28.1,,,,,,,28.7,,,35.5,,,,,,,,,41.5,שבת - 19:00-23:59,2023,1
21003,3,2,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,8.9,53.21,2.9,28,מעל שנה וחצי,,,,,,0,6,0,156.8,26.1,,,,,,,,,,,,,0.4,,,,,,,10.1,31.3,שבת - 19:00-23:59,2023,1
21003,3,3,אגד,ירושלים עירוני,י-ם,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,20,11425.63,4.7,64,מעל שנה וחצי,,,,,,90,569,9027.8,53763.1,94.5,,56.9,94.8,82.4,140.5,77.5,117.8,,98,89.4,85.6,93.9,,,,,,,,10.2,64.4,ימי חול - 12:00-14:59,2023,1
21004,4,1,אגד,חולון עירוני ומטרופוליני+תחרות חולון,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16.1,4919.95,1.5,45,מעל שנה וחצי,,,,,,55,306,1365.5,7481,24.4,,16.5,33.1,21,34.4,17,11.8,,11.9,22.6,19.4,24.1,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21004,4,2,אגד,חולון עירוני ומטרופוליני+תחרות חולון,גוש דן,חולון,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17,4443.26,1.4,44,מעל שנה וחצי,3,,,,,47,262,1146,6274.5,23.9,,0.4,22.1,18.8,45.5,19.4,14.1,,0,13.8,22.2,26,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21005,5,1,אגד,חולון עירוני ומטרופוליני+תחרות חולון,גוש דן,חולון,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.7,4800.25,1.8,49,מעל שנה וחצי,3,,,,,46,257,1521.2,8428.2,32.8,,0,30.5,28.2,53,26.4,29.4,,0,26.2,30.2,37.9,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21005,5,2,אגד,חולון עירוני ומטרופוליני+תחרות חולון,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.1,4815.4,1.9,46,מעל שנה וחצי,3,,,,,48,266,1696.2,9324.4,35.1,,,42.2,29.7,62.6,25.2,15.9,,,32.4,30.8,34.1,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21007,7,1,דן,תל אביב,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18,7546.98,2.4,52,מעל שנה וחצי,1,,,,,75,420,3401.7,18362.3,43.7,,11.5,43.4,44.4,76.9,42.1,26.9,,14.1,18.7,33.1,50.9,0.6,,,,,,,24.4,21.6,ימי חול - 12:00-14:59,2023,1
21007,7,2,דן,תל אביב,גוש דן,חולון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.3,8503.27,2.3,47,מעל שנה וחצי,,,,,,90,501,3555.3,19273.7,38.5,,20.3,42.3,50.3,56.4,35,17.6,,26,36.2,38.1,34.6,1.9,,,,,,,19.9,10.4,ימי חול - 12:00-14:59,2023,1
21008,8,1,דן,תל אביב,גוש דן,בני ברק,בני ברק,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,13.2,3762.29,3.4,45,מעל שנה וחצי,3,,,,,51,285,2336.1,12643.4,44.4,,23,36.7,44.5,77,37.1,41,,,32,31.4,29.3,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21009,9,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.4,776.56,0.6,24,מעל שנה וחצי,1,,,,,13,68,88.7,471.4,6.9,,0.2,3,7,10.4,7.3,8.5,,,7.3,10.9,9.7,,,,,,,,,,שישי - 09:00-11:59,2023,1
21009,9,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.1,767.28,0.9,29,מעל שנה וחצי,1,,,,,13,69,136.4,717.9,10.4,,,16.9,9.9,11.8,7.3,12.9,,,8.6,11.2,5,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
21011,11,1,דן בדרום,צפון הנגב,הדרום,אשכול,אשכול,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,33.2,1928.22,0.1,14,מעל שנה וחצי,12,"ניר יצחק, חולית, סופה",,,,10,58,40.8,219,3.8,,,0.9,5,7.7,1.7,2.8,,,,1.7,1.5,0,,,,,,,,3.5,ימי חול - 12:00-14:59,2023,1
21011,11,2,דן בדרום,צפון הנגב,הדרום,אשכול,אשכול,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,33.3,1466.78,0.1,12,מעל שנה וחצי,5,"חולית, סופה, ניר יצחק",,,,7,44,34,185.2,4.2,,4,6.8,5.5,5.6,2.6,,,2,3.3,1.4,1,,,,,,,,2.5,0.3,ימי חול - 06:00-08:59,2023,1
21012,12,1,אלקטרה אפיקים,אשדוד עירוני,מרכז,אשדוד,אשדוד,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.4,5709.99,1.4,48,מעל שנה וחצי,1,,,,,62,349,1423.9,7750.9,22.2,,2.8,24.7,23.7,48.3,16.6,14.8,,2.9,20.1,21.4,19.3,,,,,,,,3.8,8.3,ימי חול - 12:00-14:59,2023,1
21012,12,2,אלקטרה אפיקים,אשדוד עירוני,מרכז,אשדוד,אשדוד,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.4,5700.59,1.5,49,מעל שנה וחצי,1,,,,,62,348,1529.4,8331.3,23.9,,6,17.9,20.1,60.6,21,17.1,,7.1,18,22.5,26.1,,,,,,,,1.5,8.5,ימי חול - 12:00-14:59,2023,1
21014,14,1,דן,תל אביב,גוש דן,תל אביב יפו,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,13.2,3005.95,1.3,37,מעל שנה וחצי,5,,,,,42,228,723.8,3932.7,17.2,,3.7,14.5,18.5,30.2,16.7,11.3,,,7.8,20.8,22.9,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21014,14,2,דן,תל אביב,גוש דן,חולון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,12.7,2905.55,1.2,35,מעל שנה וחצי,7,,,,,42,229,664.1,3616,15.8,,1.5,16.4,20.8,25.8,12.7,10.4,,,8.4,15.7,27.4,0.3,,,,,,,,,שישי - 12:00-14:59,2023,1
21016,16,1,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,יקנעם עילית,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10,2961.39,1.2,31,מעל שנה וחצי,,,,,,52,297,637.2,3455.1,11.6,,1.7,9.4,12.6,25.2,10.1,6.6,,1.4,4.5,10,11.9,,,,,,,,,4.5,ימי חול - 12:00-14:59,2023,1
21016,16,2,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,יקנעם עילית,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.1,2908.51,0.9,26,מעל שנה וחצי,,,,,,50,288,471.5,2534.1,8.8,,1.4,11.5,8.3,20.1,7.4,3.2,,1,3.7,7.2,6.6,,,,,,,,,1.9,ימי חול - 12:00-14:59,2023,1
21017,17,1,דן,תל אביב,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,8,2453.42,1.2,21,מעל שנה וחצי,,,,,,53,305,514.8,2878,9.4,,3.1,5.4,8.9,19.5,12.7,5.1,,5.8,3.8,7.4,16.7,0,,,,,,,7.4,4.3,ימי חול - 12:00-14:59,2023,1
21017,17,2,דן,תל אביב,גוש דן,חולון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,7.8,2512.62,1,22,מעל שנה וחצי,,,,,,56,323,445.1,2534.8,7.8,,4.6,11.8,10.4,11.9,5.5,2.9,,3.4,9.1,11.6,9.2,0,,,,,,,3.4,2.3,ימי חול - 12:00-14:59,2023,1
21019,19,1,מטרופולין,השרון,מרכז,כפר סבא,בית ברל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.6,436.07,0.2,26,מעל שנה וחצי,8,שדה ורבורג,,,,5,28,17.2,93.3,3.3,,,3.6,,4.8,2.9,1.1,,,2,,2.6,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21019,19,2,מטרופולין,השרון,מרכז,בית ברל,כפר סבא,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.5,434.67,0.3,26,מעל שנה וחצי,8,שדה ורבורג,,,,5,28,22.4,116.5,4.2,,,6.1,,6.8,2.4,0.2,,,2.1,,2.4,0,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21022,22,3,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,נצרת,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,5,23.5,3221.56,0.6,57,מעל שנה וחצי,,,,,,27,157,270.5,1843.3,11.7,,,7.9,9.2,20.3,4.6,1.8,,,7.1,12.2,19.6,4.3,3.2,,,6.3,8.8,18.7,4.5,1.2,ימי חול - 12:00-14:59,2023,1
21025,25,1,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.8,7195.19,2.4,44,מעל שנה וחצי,3,,,,,75,429,3071.6,16964,39.5,,10.6,49.1,44.2,74.7,36.7,16,,6.9,34.3,41.1,42.2,0.6,,,,,,,,13.5,ימי חול - 12:00-14:59,2023,1
21025,25,2,דן באר שבע,באר שבע עירוני,הדרום,באר שבע,באר שבע,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,6483.68,2.5,48,מעל שנה וחצי,3,,,,,69,392,2933.1,16132.2,41.2,,,41.4,40.8,81.8,41.5,19.9,,,29.9,47.7,47.4,0,,,,,,,10.1,14.1,ימי חול - 12:00-14:59,2023,1
21027,27,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,ראש העין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.6,4457.02,1.2,55,מעל שנה וחצי,,,,,,36,206,992.5,5414.9,26.3,,,19.4,20.3,55.8,32.9,15.5,,1.6,19.8,24.9,30.8,,,,,,,,0,9.4,ימי חול - 12:00-14:59,2023,1
21027,27,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,ראש העין,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.8,5114.14,0.9,56,מעל שנה וחצי,4,,,,,39,224,853.2,4694.3,21,,9.8,43.3,23.2,36,17.5,6.9,,4.4,20.6,20.8,20.8,,,,,,,,7,8.1,ימי חול - 06:00-08:59,2023,1
21029,29,2,אגד,חיפה עירוני,מטרופולין חיפה,קרית אתא,רכסים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.7,2764.32,1.8,41,מעל שנה וחצי,,,,,,28,156,918.3,4926.9,31.6,,,26.8,13.7,55.5,30.8,35.3,,,26.8,19.3,22.8,,,,,,,,,18.1,ימי חול - 12:00-14:59,2023,1
21030,30,1,מטרופולין,הנגב,הדרום,באר שבע,לקיה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,22.6,3744.57,0.5,35,מעל שנה וחצי,15,,,,,30,161,353.5,1837.3,11.4,,,9.1,16.5,21.8,10.9,4.4,,,1.6,6.5,15,,,,,,,,,0.7,ימי חול - 12:00-14:59,2023,1
21030,30,2,מטרופולין,הנגב,הדרום,לקיה,באר שבע,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,22.2,3545.43,0.5,36,מעל שנה וחצי,6,,,,,28,153,356.7,1873.3,12.2,,0.1,21.7,20.6,13.4,5.6,1.1,,0.1,18,8.1,3.1,,,,,,,,0.3,1,ימי חול - 06:00-08:59,2023,1
21032,32,1,קווים,חשמונאים,מרכז,שוהם,לוד,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,16.9,84.68,1.5,21,מעל שנה וחצי,1,,,,,1,5,25.1,125.5,25.1,,,25.1,,,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
21032,32,2,קווים,חשמונאים,מרכז,לוד,שוהם,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.6,234.5,0.4,17,מעל שנה וחצי,,,,,,3,15,20.9,104.5,7,,,,,20.7,0.1,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21033,33,1,קווים,חדרה-נתניה,מטרופולין חיפה,נתניה,זמר,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,36.4,2985,0.2,55,מעל שנה וחצי,35,בחן,,,,15,81,123.5,666.2,8.2,,,8.2,5.8,16.2,8.9,5.4,,,5.3,,14.4,,,,,,,,,3.9,ימי חול - 12:00-14:59,2023,1
21033,33,2,קווים,חדרה-נתניה,מטרופולין חיפה,זמר,נתניה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,36.5,3211.04,0.2,56,מעל שנה וחצי,35,בחן,,,,16,87,146.5,776.6,8.9,,3,13.2,10.5,16.4,6.1,6.2,,0.1,9.2,7.2,11.2,,,,,,,,,0,ימי חול - 12:00-14:59,2023,1
21035,35,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,כרמיאל,פלך,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,16.4,572.53,0.1,8,מעל שנה וחצי,6,"תובל, פלך",,,,6,35,6.3,35.4,1,,,0.1,1.7,,1.6,0.6,,,0,0.6,2,,,,,,,,,0.6,שישי - 12:00-14:59,2023,1
21035,35,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,פלך,כרמיאל,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,15.8,553.59,0.1,6,מעל שנה וחצי,5,"פלך, תובל",,,,6,35,5.8,34.5,1,,,1.3,1.5,,1.3,0.2,,,4,1,0.1,,,,,,,,0.4,0,שישי - 06:00-08:59,2023,1
21037,37,1,קווים,אונו-אלעד,גוש דן,תל אביב יפו,יהוד מונוסון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.4,5804.52,1.4,34,מעל שנה וחצי,,,,,,58,333,1435.6,7853.4,23.6,,14.6,34.4,15.3,44,20.6,15.8,,8.3,19.9,11,22.9,,,,,,,,19,11.8,ימי חול - 12:00-14:59,2023,1
21037,37,2,קווים,אונו-אלעד,גוש דן,יהוד מונוסון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.6,5289.29,1.2,36,מעל שנה וחצי,,,,,,55,318,1162.9,6418.8,20.2,,10.6,28.2,18.2,29.1,22.4,10.1,,4.9,16.2,14.3,22,0,,,,,,,20.2,7.6,ימי חול - 12:00-14:59,2023,1
21039,39,1,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,בסמ''ה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,5.4,635.19,1,7,מעל שנה וחצי,6,,,,,21,118,129.3,666,5.6,,0.2,6.2,3.3,11.7,3.8,4,,,2,1.6,2.2,,,,,,,,1,0.4,ימי חול - 12:00-14:59,2023,1
21039,39,2,קווים,חדרה-נתניה,מטרופולין חיפה,בסמ''ה,אום אל פחם,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,5.3,625.64,0.9,8,מעל שנה וחצי,7,,,,,21,118,111.5,571.9,4.8,,,7.4,4,9.5,1.4,0.5,,,1.3,1.3,1.1,,,,,,,,1,0.6,ימי חול - 12:00-14:59,2023,1
21041,41,1,גלים,רהט והנגב המערבי,הדרום,רהט,להבים,אזורי,מאסף,קווים מזינים,עירוני,אוטובוס,2,13.5,1379.14,0.2,27,מעל שנה וחצי,2,,,,,18,100,50.5,261.4,2.6,,5.7,5.3,2.4,5.2,1.2,0.2,,0.4,1.6,0.6,0.8,,,,,,,,,0.4,ימי חול - 04:00-05:59,2023,1
21041,41,2,גלים,רהט והנגב המערבי,הדרום,להבים,רהט,אזורי,מאסף,קווים מזינים,עירוני,אוטובוס,2,13.8,1244.39,0.3,26,מעל שנה וחצי,,,,,,16,89,62,322.1,3.6,,,3.2,3.4,7.3,4.1,1.8,,,0.9,1.2,2.8,,,,,,,,,0.4,ימי חול - 12:00-14:59,2023,1
21042,42,1,קווים,חדרה-נתניה,מרכז,נתניה,כפר הס,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,39.3,1452.58,0.2,62,מעל שנה וחצי,,,,,,7,37,58.1,300.1,8.1,,,8,,10.6,9.6,4.8,,,3.1,,6.5,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21042,42,2,קווים,חדרה-נתניה,מרכז,כפר הס,נתניה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,39.2,1686.37,0.3,60,מעל שנה וחצי,,,,,,8,43,92.3,478.1,11.1,,0.1,14.8,9.3,16.4,9.7,10.8,,,,3.6,9.3,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21044,44,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,פארק תעשיות קדמת גליל,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,16.6,299.43,0.5,38,מעל שנה וחצי,2,,,,,3,18,25,135.7,7.5,,2.4,11.3,,,,,,2.9,3.9,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
21044,44,2,סופרבוס,העמקים,גולן גליל ועמקים,פארק תעשיות קדמת גליל,טבריה,אזורי,מאסף,סדיר,עירוני,אוטובוס,1,15.7,250.72,0.6,42,מעל שנה וחצי,1,,,,,3,16,27.7,139.6,8.7,,,,,,5,,,,,,1.1,,,,,,,,,,ימי חול - 15:00-18:59,2023,1
21045,45,1,מטרופולין,הנגב,הדרום,באר שבע,כפר רתמים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,47.3,1843.34,0.2,29,מעל שנה וחצי,3,כפר רתמים,,,,7,39,74.5,396.8,10.2,,1.5,,13.6,17.6,8.4,7.5,,1.5,,,7.6,,,,,,,,,7.5,ימי חול - 12:00-14:59,2023,1
21045,45,2,מטרופולין,הנגב,הדרום,כפר רתמים,באר שבע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,47.2,1841.68,0.3,29,מעל שנה וחצי,4,כפר רתמים,,,,7,39,86.3,468.4,12,,,10.4,26.2,15.1,7.9,1.1,,,10,16.1,8.4,,,,,,,,2.4,,ימי חול - 09:00-11:59,2023,1
21047,47,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,אכסאל,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,3,12,2604.84,0.3,20,מעל שנה וחצי,,,,,,36,208,129.7,716.2,3.4,,1.9,4.9,2.4,5.6,4.7,1.4,,0.3,5.7,2.3,2.1,,,,,,,,,0.7,שישי - 06:00-08:59,2023,1
21047,47,2,סופרבוס,העמקים,גולן גליל ועמקים,אכסאל,עפולה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,3,12,2611.12,0.3,20,מעל שנה וחצי,6,,,,,36,207,142.6,760.4,3.7,,4.9,8.1,3.9,6.4,2.7,0.7,,1.6,2.6,3,1.8,,,,,,,,,0.2,ימי חול - 06:00-08:59,2023,1
21049,49,1,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,יבנה,רחובות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,20.4,713.76,0.7,47,מעל שנה וחצי,,,,,,7,35,93.5,467.5,13.4,,10.4,17.4,5.6,8.1,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
21049,49,2,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,רחובות,יבנה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,20.3,710.47,0.4,49,מעל שנה וחצי,,,,,,7,35,53.6,268,7.7,,,3.5,10.8,,7.9,,,,,,,,,,,,,,,,ימי חול - 09:00-11:59,2023,1
21050,50,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,חמאם,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,14,1037.26,0.4,20,מעל שנה וחצי,1,,,,,13,74,74.8,405.3,5.5,,,1.2,5.4,11,5.5,5.4,,,0.6,7.3,6.8,,,,,,,,,1,ימי חול - 12:00-14:59,2023,1
21050,50,2,סופרבוס,העמקים,גולן גליל ועמקים,חמאם,טבריה,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,12.5,1024.59,0.5,14,מעל שנה וחצי,1,,,,,14,82,95.6,531.7,6.5,,2.4,11,7.6,8.2,3.8,,,4.2,4.3,7.6,7.5,0,,,,,,,,2.6,ימי חול - 06:00-08:59,2023,1
21051,51,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,גדיש,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,13.6,461.65,0.3,15,מעל שנה וחצי,6,"ניר יפה, אומן, מלאה, גדיש",,,,6,34,29.4,157.3,4.6,,,1.1,2.6,7.2,7.9,3.5,,,1.5,2.5,3.2,,,,,,,,,,ימי חול - 15:00-18:59,2023,1
21051,51,2,סופרבוס,העמקים,גולן גליל ועמקים,גדיש,עפולה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,13.5,471.38,0.4,15,מעל שנה וחצי,5,"גדיש, מלאה, אומן, ניר יפה",,,,6,35,33.6,180.3,5.2,,2.7,7.7,5.6,9.9,0,,,0.9,3.2,3.4,1.6,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21053,53,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5,29.83,4,16,מעל שנה וחצי,,,,,,1,6,20.7,118.9,19.8,,,20.7,,,,,,,15.4,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
21053,53,2,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,7.4,94.85,2,28,מעל שנה וחצי,,,,,,2,12,32.8,185.4,15.4,,,,,18.9,13.9,,,,,10.7,,,,,,,,,,,ימי חול - 12:00-14:59,2023,1
21054,54,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,עיילבון,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,27.4,1259.53,0.1,25,מעל שנה וחצי,,,,,,8,46,32.3,178.4,3.9,,2.5,4.8,2.7,8,0.3,3,,1.4,2.8,3.1,7.8,,,,,,,,,0.9,ימי חול - 12:00-14:59,2023,1
21054,54,2,סופרבוס,העמקים,גולן גליל ועמקים,עיילבון,טבריה,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,26,1039.28,0.1,22,מעל שנה וחצי,,,,,,7,40,23.3,130.4,3.3,,0.2,14.5,2.8,2.9,1.1,0.9,,,7.9,2.2,,,,,,,,,,0.8,ימי חול - 06:00-08:59,2023,1
21055,55,1,סופרבוס,העמקים,מטרופולין חיפה,חיפה,דאלית אל כרמל,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,2,24.5,7159.12,0.8,49,מעל שנה וחצי,,,,,,53,293,1011.3,5460.8,18.6,,,18.9,17.1,35.9,15,13.1,,,12.3,10.4,23.7,6.6,,,,,,,,16.2,ימי חול - 12:00-14:59,2023,1
21055,55,2,סופרבוס,העמקים,מטרופולין חיפה,דאלית אל כרמל,חיפה,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,2,24.7,7354.14,0.5,53,מעל שנה וחצי,,,,,,54,299,737.9,4013.1,13.4,,4.7,16.6,14,27.7,9.7,6.9,,3.8,12.1,8.6,18.4,4.3,,,,,,,0.6,9.5,ימי חול - 12:00-14:59,2023,1
21056,56,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,11.2,104.67,4.5,53,מעל שנה וחצי,,,,,,2,12,82.9,472.4,39.4,,,41.4,,,,,,,29,,,,,,,,,,,,ימי חול - 06:00-08:59,2023,1
