RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
11155,155,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מבשרת ציון,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,21.0,4449.4,0.7,60,מעל שנה וחצי,,,26.49,47.57,18.42,37.0,215,601.7,3332.2,15.5,,9.9,18.7,19.1,28.6,11.1,8.1,,5.2,13.0,15.8,12.7,,,,,,,,,6.4,ימי חול - 12:00-14:59,2024,1
11156,156,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,מבשרת ציון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.0,1521.4,0.8,37,מעל שנה וחצי,,,26.63,38.3,16.79,16.0,85,223.4,1163.6,13.7,,,,,25.1,8.0,17.9,,,,8.0,9.6,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11156,156,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מבשרת ציון,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.2,778.9,0.7,35,מעל שנה וחצי,,,29.31,35.21,17.06,9.0,47,114.6,582.1,12.4,,0.0,14.3,,,,,,,4.6,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11157,157,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,מבשרת ציון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.4,2681.6,0.8,27,מעל שנה וחצי,,,25.08,34.45,16.94,33.0,186,423.8,2270.1,12.2,,,7.0,9.5,26.7,11.4,11.5,,,6.7,6.6,18.4,0.0,,0.0,,,,,,5.2,ימי חול - 12:00-14:59,2024,1
11157,157,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מבשרת ציון,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.7,1948.3,0.9,31,מעל שנה וחצי,,,26.29,26.7,14.61,28.0,166,321.3,1820.0,11.0,0.4,5.8,14.9,20.7,20.4,9.2,4.0,,7.2,15.0,9.7,7.3,0.0,,,,,,,,4.5,ימי חול - 09:00-11:59,2024,1
11158,158,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,מבשרת ציון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.4,1672.4,0.7,27,מעל שנה וחצי,,,26.1,33.1,19.53,22.0,116,225.4,1179.3,10.2,,0.4,8.3,6.7,22.0,8.4,9.0,,,,7.5,12.4,0.0,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11158,158,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מבשרת ציון,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.4,1262.0,1.1,22,מעל שנה וחצי,,,29.43,23.24,11.35,21.0,111,266.5,1364.0,12.3,,,19.1,18.0,17.9,6.2,3.8,,,,7.0,6.5,,,,,,,,,2.6,ימי חול - 06:00-08:59,2024,1
11159,159,1,אגד,רחובות פרברי,מרכז,פתח תקווה,באר יעקב,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,23.3,370.9,0.7,30,מעל שנה וחצי,1.0,,27.75,50.38,16.98,3.0,15,53.4,267.0,17.8,,,17.6,,,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11160,160,1,דן,תל אביב,גוש דן,תל אביב יפו,גבעת שמואל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.3,4784.8,2.7,44,מעל שנה וחצי,,,11.58,84.46,11.41,51.0,294,2351.2,13060.0,44.4,,19.5,38.4,36.1,75.8,46.0,40.5,,32.5,35.4,29.2,44.3,,,0.0,,,,,,29.0,ימי חול - 12:00-14:59,2024,1
11160,160,2,דן,תל אביב,גוש דן,גבעת שמואל,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.1,4551.7,2.8,36,מעל שנה וחצי,,,12.2,74.26,10.47,52.0,302,2306.0,12855.7,42.6,,6.0,40.0,48.8,77.2,38.8,37.8,,6.0,26.1,38.6,42.8,,,0.0,,,,,,27.2,ימי חול - 12:00-14:59,2024,1
11164,164,1,אגד,רחובות פרברי,מרכז,פתח תקווה,רחובות,עירוני,מקומי מאסף,סדיר,עירוני,מפרקי,1,32.4,15506.2,1.8,47,מעל שנה וחצי,,,22.65,85.83,8.61,88.0,479,5352.0,28647.7,59.8,,22.1,59.8,46.7,103.8,56.1,55.1,,29.2,42.4,51.0,73.5,,,0.0,,,,,,34.9,ימי חול - 12:00-14:59,2024,1
11164,164,2,אגד,רחובות פרברי,מרכז,רחובות,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,מפרקי,3,32.9,14362.0,1.7,61,מעל שנה וחצי,2.0,,20.81,94.86,10.0,80.0,437,4640.7,24880.2,56.9,,25.7,75.0,50.6,72.6,48.1,64.6,,25.0,38.1,48.2,80.8,,,,,,,,19.6,42.9,שישי - 12:00-14:59,2024,1
11165,165,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,שפרעם,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,25.4,2652.3,0.2,50,מעל שנה וחצי,,,24.15,63.11,77.34,19.0,104,92.2,509.2,4.9,,,2.7,2.0,12.7,6.4,2.7,,,1.3,3.6,6.6,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11165,165,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,שפרעם,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,22.4,2772.8,0.3,41,מעל שנה וחצי,,,24.38,55.13,50.86,22.0,124,148.0,806.5,6.5,,6.7,11.9,8.8,7.4,1.9,1.6,,4.3,6.5,5.0,3.2,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11166,166,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,אעבלין,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,25.7,3106.8,0.2,40,מעל שנה וחצי,3.0,מצפה אבי''ב,25.85,59.65,65.27,23.0,121,124.9,663.5,5.5,,,2.6,2.2,12.0,4.4,4.0,,,0.1,5.6,8.3,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11166,166,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אעבלין,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.3,3157.2,0.2,48,מעל שנה וחצי,2.0,,23.96,63.36,61.56,23.0,125,143.9,771.9,6.2,,5.2,12.0,4.8,11.2,2.1,1.7,,3.1,8.2,2.9,3.8,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11167,167,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,שפרעם,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,27.8,4198.3,0.2,50,מעל שנה וחצי,1.0,,26.82,62.19,62.1,25.0,143,155.3,859.2,6.0,,,2.8,3.3,12.8,7.1,5.6,,,,4.0,11.3,2.2,,,,,2.7,1.0,3.3,4.4,ימי חול - 12:00-14:59,2024,1
11167,167,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,שפרעם,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,24.7,4159.5,0.2,42,מעל שנה וחצי,1.0,,26.5,55.92,56.43,28.0,159,171.8,945.4,5.9,,15.0,8.5,8.0,8.0,2.9,1.6,,11.2,5.2,4.8,2.3,2.7,,,,,3.3,,4.2,3.0,ימי חול - 04:00-05:59,2024,1
11168,168,1,מטרופולין,בקעת אונו אלעד,גוש דן,תל אביב יפו,קרית אונו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.3,4887.1,0.7,40,מעל שנה וחצי,,,16.73,62.04,28.98,52.0,281,682.8,3608.8,12.8,,0.0,15.8,11.8,20.1,11.5,9.4,,0.1,11.6,7.7,14.8,,,,,,,,,5.4,ימי חול - 12:00-14:59,2024,1
11168,168,2,מטרופולין,בקעת אונו אלעד,גוש דן,קרית אונו,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16.2,4493.8,0.9,37,מעל שנה וחצי,6.0,,14.56,66.76,28.58,51.0,278,726.3,3896.8,14.0,,0.9,14.7,13.4,24.5,11.9,9.0,,0.0,7.5,14.8,23.4,,,,,,,,,6.1,ימי חול - 12:00-14:59,2024,1
11170,170,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,טמרה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,28.5,2994.4,0.3,41,מעל שנה וחצי,,,27.9,61.29,48.56,19.0,105,148.7,795.2,7.6,,,1.8,3.3,18.0,7.2,8.7,,,3.4,3.3,20.3,4.9,,,,,2.7,,3.4,2.3,שישי - 12:00-14:59,2024,1
11170,170,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,טמרה,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,27.0,3421.9,0.3,41,מעל שנה וחצי,,,27.35,59.23,51.91,23.0,127,160.2,869.4,6.8,,5.2,8.8,9.2,11.6,2.7,1.3,,6.2,9.4,4.9,3.4,1.7,,,,,6.2,7.2,3.8,,ימי חול - 12:00-14:59,2024,1
11172,172,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,שפרעם,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,24.3,533.7,0.1,23,מעל שנה וחצי,,,36.04,40.46,172.84,4.0,22,5.4,30.9,1.4,,,0.7,0.5,2.2,2.0,,,,0.7,,3.2,,,,,,,,,,שישי - 12:00-14:59,2024,1
11172,172,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,שפרעם,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.5,561.4,0.2,29,מעל שנה וחצי,,,34.98,43.74,53.96,4.0,22,20.3,107.0,4.9,,,7.0,3.0,,3.2,,,,3.3,2.0,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11173,173,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,חיפה,אעבלין,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,37.7,603.2,0.1,39,מעל שנה וחצי,,,27.19,83.19,122.49,3.0,16,12.8,65.2,4.1,,,,,5.7,3.6,,,,,,1.2,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11173,173,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אעבלין,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,39.2,626.4,0.2,52,מעל שנה וחצי,,,28.74,81.84,61.48,3.0,16,25.0,127.8,8.0,,,8.2,,,,,,,2.6,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11174,174,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,מעלה אדומים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.7,3142.5,0.8,38,מעל שנה וחצי,,,31.51,47.03,14.25,21.0,127,419.6,2514.3,19.8,7.2,,21.5,22.4,27.0,15.9,20.8,,,16.2,15.5,25.8,,,0.0,,,,,,16.8,ימי חול - 12:00-14:59,2024,1
11174,174,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מעלה אדומים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.7,3949.2,1.0,41,מעל שנה וחצי,,,30.77,52.06,12.24,24.0,148,646.3000000000001,3777.500000000001,25.5,,13.7,33.9,32.7,51.3,22.6,12.4,,6.4,28.6,28.4,23.0,,,,,,,,,9.7,ימי חול - 12:00-14:59,2024,1
11176,176,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,ראש העין,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,15.5,232.3,1.2,32,מעל שנה וחצי,,,24.06,38.65,12.65,3.0,15,55.0,275.0,18.3,,,18.3,,,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11176,176,2,מטרופולין,בקעת אונו אלעד,גוש דן,ראש העין,אלעד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,15.7,313.6,0.7,35,מעל שנה וחצי,,,26.52,35.52,19.16,4.0,20,44.5,222.5,11.1,,,,22.0,,7.5,,,,,,,,,,,,,,,,ימי חול - 09:00-11:59,2024,1
11177,177,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,נתניה,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,110.2,551.2,0.2,14,מעל שנה וחצי,,,54.87,120.5,40.44,0.0,5,0.0,89.4,17.9,,,,,,,,,,,16.0,18.8,,,,,,,,,17.8,שישי - 12:00-14:59,2024,1
11177,177,2,קווים,ביתר עילית ועמק האלה,י-ם,נתניה,ביתר עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,110.2,551.0,0.2,13,מעל שנה וחצי,,,55.46,119.22,42.03,0.0,5,0.0,85.1,17.0,,,,,,,,,,,6.9,21.6,,,,,,,,,18.9,שישי - 12:00-14:59,2024,1
11178,178,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,ירושלים,מעלה אדומים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.1,1017.9,0.3,31,מעל שנה וחצי,,,30.94,50.61,43.94,7.0,39,49.8,269.5,6.9,,,,,10.0,5.4,8.3,,,4.0,4.3,6.1,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11178,178,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מעלה אדומים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.5,449.7,0.7,35,מעל שנה וחצי,,,29.21,54.43,17.06,3.0,17,61.8,325.4,19.1,,,20.6,,,,,,,8.2,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11179,179,1,מטרופולין,בקעת אונו אלעד,גוש דן,אלעד,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.6,2918.6,1.1,41,מעל שנה וחצי,,,22.15,58.51,14.82,23.0,135,571.0,3198.7,23.7,,,33.5,19.3,35.3,18.3,16.5,,,19.8,18.2,20.8,,,,,,,,,11.2,ימי חול - 12:00-14:59,2024,1
11179,179,2,מטרופולין,בקעת אונו אלעד,גוש דן,פתח תקווה,אלעד,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,21.7,3301.9,1.1,46,מעל שנה וחצי,,,25.19,51.69,12.9,26.0,152,662.4,3653.2,24.0,,2.9,31.5,13.1,49.6,21.4,14.7,,6.3,19.9,13.2,26.1,,,,,,,,,10.5,ימי חול - 12:00-14:59,2024,1
11182,182,1,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,מודיעין מכבים רעות,נחליאל,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,2,44.5,2980.8,0.2,31,מעל שנה וחצי,40.0,"דולב, טלמון, נחליאל",33.58,79.51,62.14,11.0,67,93.1,514.4,7.7,0.5,0.1,4.2,6.5,15.0,11.6,8.2,,,1.4,4.6,11.9,,,0.0,,,,,,3.6,ימי חול - 12:00-14:59,2024,1
11182,182,2,אלקטרה אפיקים תחבורה,עוטף ירושלים,י-ם,נחליאל,מודיעין מכבים רעות,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,44.5,2940.2,0.2,33,מעל שנה וחצי,23.0,"נחליאל, טלמון, דולב",35.55,75.11,62.76,11.0,66,84.0,473.9,7.2,,2.8,6.3,16.2,15.8,7.6,1.9,,,7.4,3.0,3.4,,,0.0,,,,,,7.3,ימי חול - 09:00-11:59,2024,1
11183,183,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,נירית,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,28.3,1697.4,0.2,47,מעל שנה וחצי,2.0,,30.89,54.97,57.43,11.0,60,63.7,344.6,5.7,,,4.5,3.9,9.4,9.2,3.5,,,4.9,4.2,6.4,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11183,183,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,נירית,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,28.0,2180.9,0.3,42,מעל שנה וחצי,3.0,,31.7,53.0,43.48,14.0,78,105.3,570.5,7.3,,3.5,18.2,9.0,7.7,1.6,1.0,,1.8,9.9,6.7,3.0,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11184,184,1,סופרבוס,העמקים,מטרופולין חיפה,כפר יהושע,גלעד,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,26.8,1233.1,0.2,32,מעל שנה וחצי,7.0,"רמת השופט, עין השופט, דליה, גלעד",38.0,42.32,50.09,8.0,46,41.6,233.2,5.1,,,5.4,3.1,7.8,6.0,2.7,,,1.8,5.1,5.1,,,,,,,,,4.0,ימי חול - 12:00-14:59,2024,1
11184,184,2,סופרבוס,העמקים,מטרופולין חיפה,גלעד,כפר יהושע,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,27.0,1293.9,0.2,35,מעל שנה וחצי,6.0,"גלעד, דליה, עין השופט, רמת השופט",37.97,42.67,48.98,8.0,48,43.6,250.9,5.2,,1.6,2.4,11.1,15.6,3.8,2.9,,2.9,4.3,13.4,3.4,0.0,,,,,,,1.2,3.4,ימי חול - 12:00-14:59,2024,1
11185,185,1,תנופה,פרוזדור ירושלים,י-ם,ירושלים,נווה אילן,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,17.6,4764.5,0.7,16,מעל שנה וחצי,8.0,נווה אילן,32.82,32.18,16.78,48.0,271,580.2,3118.7,11.5,,0.2,11.5,8.6,19.4,12.7,9.4,,0.0,5.8,6.4,13.7,,,,,,,,,3.8,ימי חול - 12:00-14:59,2024,1
11185,185,2,תנופה,פרוזדור ירושלים,י-ם,נווה אילן,ירושלים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,17.0,4114.9,0.7,17,מעל שנה וחצי,12.0,נווה אילן,35.73,28.55,15.66,45.0,259,522.4,2832.5,10.9,,5.0,12.9,13.2,17.1,8.2,7.1,,1.1,6.5,7.6,7.4,,,,,,,,1.9,6.7,ימי חול - 12:00-14:59,2024,1
11186,186,1,תנופה,פרוזדור ירושלים,י-ם,ירושלים,בית מאיר,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,23.6,1157.9,0.4,11,מעל שנה וחצי,12.0,"שואבה, שורש, בית מאיר",41.11,34.44,21.37,8.0,49,78.4,473.8,9.7,,,5.8,7.4,13.7,12.8,9.2,,,4.4,7.6,16.5,,,,,,,,,7.3,שישי - 12:00-14:59,2024,1
11186,186,2,תנופה,פרוזדור ירושלים,י-ם,בית מאיר,ירושלים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,23.4,1112.5,0.5,15,מעל שנה וחצי,10.0,"בית מאיר, שורש",41.59,33.76,17.97,8.0,49,91.5,552.3,11.3,,,9.2,11.4,31.2,6.6,8.6,,,6.0,13.4,13.0,,,,,,,,,10.1,ימי חול - 12:00-14:59,2024,1
11188,188,1,סופרבוס,העמקים,מטרופולין חיפה,חיפה,יקנעם עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.8,3015.9,0.6,32,מעל שנה וחצי,,,38.85,39.85,14.82,20.0,117,353.3,1887.9,16.1,,,16.6,12.2,24.0,13.5,15.6,,,11.4,7.0,11.6,1.8,,,,,,,4.6,6.6,ימי חול - 12:00-14:59,2024,1
11188,188,2,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,חיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,25.9,2020.1,0.5,31,מעל שנה וחצי,,,41.33,37.6,16.81,12.0,78,188.4,1046.6,13.4,,4.9,25.1,27.3,,14.4,3.2,,1.7,9.1,25.3,,0.7,,,,,,,14.3,2.9,ימי חול - 09:00-11:59,2024,1
11189,189,1,תנופה,פרוזדור ירושלים,י-ם,ירושלים,קרית יערים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,20.1,7222.6,1.3,19,מעל שנה וחצי,,,30.85,39.09,9.05,62.0,361,1650.5,9360.1,25.9,48.5,2.5,17.1,18.4,42.0,21.6,28.3,,63.7,12.8,21.6,28.7,,,0.0,,,,,,19.9,שישי - 04:00-05:59,2024,1
11189,189,2,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,ירושלים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,19.7,7263.6,1.1,21,מעל שנה וחצי,,,29.87,39.57,10.41,62.0,362,1456.6,8255.0,22.8,8.3,2.2,23.1,24.9,36.0,18.8,23.1,,9.6,16.8,16.9,17.8,,,0.0,,,,,,23.3,ימי חול - 12:00-14:59,2024,1
11190,190,1,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,בני ברק,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,59.6,1429.8,0.2,30,מעל שנה וחצי,,,37.66,94.95,49.97,4.0,24,37.1,273.6,11.4,,,,,8.2,0.0,20.6,,,,8.3,26.9,,,,,,,,,26.4,שישי - 12:00-14:59,2024,1
11190,190,2,תנופה,פרוזדור ירושלים,י-ם,בני ברק,קרית יערים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,57.9,1447.4,0.2,28,מעל שנה וחצי,,,39.51,87.93,56.73,4.0,25,31.1,232.5,9.3,,,,,6.8,3.0,18.1,,,,9.9,31.8,,,,,,,,,11.7,שישי - 12:00-14:59,2024,1
11191,191,1,תנופה,פרוזדור ירושלים,י-ם,קרית יערים,מודיעין עילית,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,31.3,657.9,0.3,14,מעל שנה וחצי,,,43.77,42.91,31.13,3.0,21,20.1,173.7,8.3,,1.3,,,7.8,11.0,,,0.0,3.3,0.0,18.9,,,,,,,,,25.5,שבת - 19:00-23:59,2024,1
11191,191,2,תנופה,פרוזדור ירושלים,י-ם,מודיעין עילית,קרית יערים,בינעירוני,מהיר,סדיר,בינעירוני,אוטובוס,1,32.1,673.4,0.2,12,מעל שנה וחצי,,,41.85,46.02,35.57,3.0,21,17.0,163.0,7.8,,,2.3,,8.8,5.9,,,,2.7,,23.6,,,,,,,,,12.6,שישי - 12:00-14:59,2024,1
11194,194,1,קווים,ביתר עילית ועמק האלה,י-ם,ירושלים,מטע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,50.9,814.6,0.2,50,מעל שנה וחצי,,,37.08,82.36,45.13,3.0,16,33.2,175.2,11.0,,,,,14.8,15.5,2.9,,,,,9.2,,,,,,,,,,ימי חול - 15:00-18:59,2024,1
11194,194,2,קווים,ביתר עילית ועמק האלה,י-ם,מטע,ירושלים,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,45.1,722.3,0.1,49,מעל שנה וחצי,,,38.86,69.63,70.81,3.0,16,17.799999999999997,94.4,5.9,,7.2,,,8.2,,2.4,,5.4,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11198,198,1,קווים,ביתר עילית ועמק האלה,י-ם,ביתר עילית,בית שמש,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,36.1,36.1,0.1,78,מעל שנה וחצי,,,42.01,51.56,79.32,0.0,1,0.0,3.9,3.9,,,,,,,,,3.9,,,,,,,,,,,,,שישי - 04:00-05:59,2024,1
11198,198,2,קווים,ביתר עילית ועמק האלה,י-ם,בית שמש,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,36.1,396.8,0.2,72,מעל שנה וחצי,,,49.49,43.77,43.77,2.0,11,10.6,66.0,6.0,6.5,4.1,,,,,,,11.4,,,,,,,,,,,,,שישי - 04:00-05:59,2024,1
11199,199,2,קווים,ביתר עילית ועמק האלה,י-ם,בני ברק,ביתר עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,88.1,3348.4,0.2,59,מעל שנה וחצי,,,53.98,97.93,32.58,7.0,38,124.3,685.3,18.0,31.9,,,,,,12.1,,,,,,,,0.4,,,,,,0.8,ימי חול - 00:00-03:59,2024,1
11200,200,1,קווים,חשמונאים,י-ם,מודיעין עילית,בני ברק,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,48.4,339.1,0.4,57,מעל שנה וחצי,,,42.12,68.95,19.46,1.0,7,27.8,148.8,21.3,,19.4,,,,,,,8.2,,,,,,0.0,,,,,,,ימי חול - 04:00-05:59,2024,1
11200,200,2,קווים,חשמונאים,י-ם,בני ברק,מודיעין עילית,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,1,48.9,586.9,0.3,55,מעל שנה וחצי,,,43.17,67.96,25.02,2.0,12,33.4,195.6,16.3,,0.1,23.3,,,,,,0.0,28.6,,,,,,,,,,,,שישי - 06:00-08:59,2024,1
11201,201,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,41.4,1325.9,0.2,36,מעל שנה וחצי,,,31.6,78.61,50.7,6.0,32,57.1,297.7,9.3,,4.7,14.4,,9.5,7.1,,,,3.3,,8.9,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11201,201,2,קווים,חשמונאים,י-ם,פתח תקווה,מודיעין מכבים רעות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.8,693.3,0.2,39,מעל שנה וחצי,,,31.03,78.89,57.19,3.0,17,26.1,140.7,8.3,,,,5.1,,10.5,,,,4.4,,5.8,,,,,,,,,,ימי חול - 15:00-18:59,2024,1
11202,202,1,קווים,חשמונאים,י-ם,מודיעין מכבים רעות,פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.6,2642.0,0.2,23,מעל שנה וחצי,,,40.84,59.65,40.49,13.0,65,114.9,574.5,8.8,,2.7,18.1,9.7,11.7,3.1,3.0,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
11202,202,2,קווים,חשמונאים,י-ם,פתח תקווה,מודיעין מכבים רעות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,40.2,2815.2,0.2,26,מעל שנה וחצי,,,42.44,56.83,37.53,14.0,70,127.2,636.0,9.1,,,7.2,5.6,11.8,11.8,8.4,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
11205,205,1,אגד,רחובות פרברי,גוש דן,חולון,רחובות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.4,1346.0,1.8,45,מעל שנה וחצי,,,19.02,70.66,10.52,12.0,60,483.5,2417.5,40.3,,,,,40.6,40.0,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
