RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
22049,49,2,סופרבוס,העמקים,גולן גליל ועמקים,אביטל,עפולה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,16.1,643.3,0.2,20,מעל שנה וחצי,12.0,"אביטל, מיטב, פרזון, יעל",36.04,26.8,54.65,7.0,40,22.1,117.7,2.9,,0.3,10.1,3.2,2.8,1.6,0.8,,0.2,3.6,2.1,0.6,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22051,51,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,נטור,טבריה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,67.7,4714.3,0.2,46,מעל שנה וחצי,,,54.92,73.96,30.71,12.0,72,188.0,1040.4,14.4,,2.4,14.5,17.6,23.3,11.9,5.3,,7.1,10.9,10.5,8.1,,,,,,,,5.7,18.0,ימי חול - 12:00-14:59,2024,1
22051,51,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,טבריה,נטור,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,67.1,5004.5,0.2,45,מעל שנה וחצי,,,54.6,73.74,31.47,13.0,78,203.4,1096.6,14.1,,,7.0,16.9,19.4,14.9,11.3,,,2.8,11.7,13.6,,,,,,,,,6.4,ימי חול - 12:00-14:59,2024,1
22054,54,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קצרין,קרית שמונה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,70.0,701.8,0.0,36,מעל שנה וחצי,,,49.02,85.68,428.4,2.0,10,2.4,12.0,1.2,,,1.5,,0.9,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22054,54,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קרית שמונה,קצרין,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,69.8,1747.3,0.0,39,מעל שנה וחצי,,,50.07,83.64,241.27,5.0,25,10.4,52.0,2.1,,,,,8.5,0.8,0.1,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22055,55,1,קווים,חדרה-נתניה,מטרופולין חיפה,חדרה,גן יאשיה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,33.5,1263.6,0.1,42,מעל שנה וחצי,18.0,"גבעת חיים מאוחד, אחיטוב",33.31,60.34,71.03,7.0,37,36.8,188.6,5.1,,5.6,6.1,5.6,10.1,3.2,2.9,,,,0.9,3.7,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22055,55,2,קווים,חדרה-נתניה,מטרופולין חיפה,גן יאשיה,חדרה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,31.8,1206.8,0.2,41,מעל שנה וחצי,18.0,"אחיטוב, גבעת חיים מאוחד",31.47,60.63,56.84,7.0,37,46.2,236.8,6.4,,,4.9,1.7,28.0,3.2,3.4,,,2.7,3.1,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22056,56,1,סופרבוס,העמקים,מטרופולין חיפה,עפולה,יקנעם עילית,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,44.1,1101.7,0.1,26,מעל שנה וחצי,2.0,,47.5,55.71,98.89,4.0,25,13.8,84.5,3.4,,,,4.0,5.8,,2.0,,,0.6,4.0,4.6,,,,,,,,,1.8,ימי חול - 12:00-14:59,2024,1
22056,56,2,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,עפולה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,41.1,985.4,0.1,28,מעל שנה וחצי,2.0,,44.03,56.01,73.79,4.0,24,18.5,109.3,4.6,,,,4.4,5.8,2.6,,,,,2.4,10.9,,,,,,,,,1.0,שישי - 12:00-14:59,2024,1
22057,57,1,קווים,חדרה-נתניה,מטרופולין חיפה,חדרה,נתניה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,28.7,3731.6,0.2,30,מעל שנה וחצי,,,39.75,43.32,46.36,24.0,130,130.7,728.9,5.6,,,10.0,9.4,,6.2,2.2,,,9.2,5.8,4.1,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22057,57,2,קווים,חדרה-נתניה,מטרופולין חיפה,נתניה,חדרה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,29.0,3481.0,0.2,27,מעל שנה וחצי,,,41.29,42.14,46.15,22.0,120,121.1,657.4,5.5,,,4.9,3.7,,9.6,4.8,,,1.4,4.5,13.6,,,,,,,,,,שישי - 12:00-14:59,2024,1
22058,58,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,כרמיאל,אבו סנאן,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,27.0,1997.0,0.1,42,מעל שנה וחצי,,,33.62,48.19,183.19,13.0,74,20.4,116.8,1.6,,,2.0,2.4,2.7,1.6,0.5,,,8.0,1.6,1.0,,,,,,,,,0.4,שישי - 06:00-08:59,2024,1
22058,58,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אבו סנאן,כרמיאל,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,26.5,2362.0,0.1,43,מעל שנה וחצי,,,32.86,48.39,206.72,16.0,89,22.7,125.0,1.4,,0.5,0.9,1.5,4.2,1.1,0.7,,,0.4,1.3,6.1,,,,,,,,0.4,0.6,שישי - 12:00-14:59,2024,1
22059,59,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קצרין,קרית שמונה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,65.7,3216.5,0.0,34,מעל שנה וחצי,,,52.6,74.94,147.81,9.0,50,28.9,152.1,3.0,,,4.7,3.3,4.9,1.3,3.8,,,1.3,1.4,2.4,,,,,,,,1.2,,ימי חול - 12:00-14:59,2024,1
22059,59,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,קרית שמונה,קצרין,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,65.7,2970.4,0.0,41,מעל שנה וחצי,,,52.13,75.62,162.69,8.0,45,23.2,125.5,2.8,,,2.3,2.5,3.5,3.4,2.2,,,,2.4,2.0,,,,,,,,,0.7,ימי חול - 12:00-14:59,2024,1
22062,62,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.4,4010.7,3.4,31,מעל שנה וחצי,,,14.46,39.0,7.4,74.0,425,2463.4,13436.9,31.6,,16.2,38.5,36.6,67.4,28.6,12.8,,12.7,20.4,29.2,31.0,0.0,,,,,,,5.7,8.1,ימי חול - 12:00-14:59,2024,1
22062,62,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,פתח תקווה,פתח תקווה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.0,3951.4,3.0,32,מעל שנה וחצי,,,14.74,36.64,8.17,76.0,437,2133.7,11757.7,26.9,3.5,6.0,35.3,33.4,52.3,28.5,10.4,,6.5,20.9,24.3,32.5,,,,,,,,2.0,7.1,ימי חול - 12:00-14:59,2024,1
22064,64,1,מטרופולין,הנגב,הדרום,באר שבע,מצפה רמון,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,91.4,6400.2,0.2,53,מעל שנה וחצי,,,63.02,87.02,26.23,10.0,70,222.4,1393.2,19.9,,,15.8,24.1,21.8,20.8,14.1,,,28.9,30.8,45.4,0.7,,,,,,,13.3,19.8,שישי - 12:00-14:59,2024,1
22064,64,2,מטרופולין,הנגב,הדרום,מצפה רמון,באר שבע,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,91.6,6350.7,0.2,55,מעל שנה וחצי,1.0,,65.51,83.9,29.12,10.0,69,184.7,1193.0,17.3,,8.4,23.0,33.0,32.9,16.7,3.4,,4.5,38.0,25.6,13.7,,,,,,,,17.8,15.7,שישי - 06:00-08:59,2024,1
22066,66,1,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,17.5,7588.6,1.7,48,מעל שנה וחצי,2.0,,18.33,57.28,11.74,76.0,437,2327.6,12795.0,29.3,,21.8,43.0,47.2,41.7,18.8,12.0,,17.9,22.6,27.1,18.8,0.0,,,,,,,8.3,15.4,ימי חול - 09:00-11:59,2024,1
22066,66,2,אקסטרה ירושלים,ירושלים קווי צפון,י-ם,ירושלים,ירושלים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,16.2,6571.3,1.8,44,מעל שנה וחצי,,,17.02,57.11,11.93,72.0,408,2144.0,11718.7,28.7,,5.5,10.8,18.8,52.9,33.1,31.5,,36.0,9.3,21.5,41.6,0.0,,,,,,,3.8,15.3,ימי חול - 12:00-14:59,2024,1
22070,70,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,מעלות תרשיחא,כפר ורדים,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,15.8,94.6,0.2,28,מעל שנה וחצי,,,31.59,30.01,45.78,1.0,6,4.6,23.6,3.9,,,4.6,,,,,,,0.6,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22070,70,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,כפר ורדים,מעלות תרשיחא,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,20.3,222.9,0.3,43,מעל שנה וחצי,1.0,,27.8,43.81,41.01,2.0,11,14.1,70.5,6.4,,,,,13.9,0.2,,,,,,0.0,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22071,71,1,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,נטור,עמק הירדן,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,61.7,308.4,0.2,34,מעל שנה וחצי,,,57.39,64.51,28.05,1.0,5,13.8,69.0,13.8,,,13.8,,,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22071,71,2,מועצה אזורית גולן,רמת הגולן,גולן גליל ועמקים,עמק הירדן,נטור,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,61.4,306.9,0.2,32,מעל שנה וחצי,1.0,,56.52,65.18,37.6,1.0,5,10.4,52.0,10.4,,,,,10.4,,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22073,73,1,תנופה,שומרון,מרכז,קדומים,נתניה,בינעירוני,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,61.0,3657.7,0.2,41,מעל שנה וחצי,,,38.11,96.04,48.78,11.0,60,134.20000000000002,708.8000000000001,11.8,,,13.2,13.4,24.1,7.7,4.8,,,6.5,8.0,8.9,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22073,73,2,תנופה,שומרון,מרכז,נתניה,קדומים,בינעירוני,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,60.9,3714.5,0.2,39,מעל שנה וחצי,,,35.37,103.31,55.91,11.0,61,127.7,676.3,11.1,,0.2,10.5,9.2,18.2,12.0,11.2,,0.4,7.0,10.1,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22074,74,2,מטרופולין,השרון,מרכז,הוד השרון,הוד השרון,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,13.6,312.1,0.6,32,מעל שנה וחצי,,,21.39,38.15,27.39,4.0,23,34.6,192.2,8.4,,,,,11.5,0.0,,,,,9.6,4.8,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22075,75,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,מתת,כפר ורדים,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,24.9,149.4,0.0,11,מעל שנה וחצי,1.0,מתת,47.93,31.17,320.61,1.0,6,0.7,3.5,0.6,,,0.7,,,,,,,0.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22075,75,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,כפר ורדים,מתת,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,2,24.5,325.8,0.1,25,מעל שנה וחצי,3.0,מתת,36.32,40.47,130.29,2.0,11,3.9,20.5,1.9,,,,,3.9,0.0,,,,,,0.1,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22076,76,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,15.6,93.9,0.8,46,מעל שנה וחצי,,,24.46,38.27,17.44,1.0,6,14.0,79.0,13.2,,,14.0,,,,,,,7.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22076,76,2,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,טבריה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,14.9,89.2,0.7,45,מעל שנה וחצי,,,19.18,46.61,28.68,1.0,6,10.5,58.5,9.8,,,,,9.6,,,,,,6.0,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22077,77,1,מטרופולין,השרון,מרכז,הוד השרון,הוד השרון,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,4,4.2,104.4,0.3,15,מעל שנה וחצי,,,15.9,15.85,64.84,4.0,24,6.0,35.2,1.5,,,1.5,,,,,,,1.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22077,77,2,מטרופולין,השרון,מרכז,הוד השרון,הוד השרון,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,5.5,149.6,0.5,13,מעל שנה וחצי,1.0,,20.82,15.85,33.52,5.0,27,13.7,76.6,2.8,,,,,3.4,0.0,,,,,4.0,,,,,,,,,,,שישי - 09:00-11:59,2024,1
22083,83,1,אגד,"רשל""צ פרברי",גוש דן,תל אביב יפו,ראשון לציון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.5,8657.8,1.4,61,מעל שנה וחצי,1.0,,16.44,89.42,16.23,62.0,354,2057.9,11702.5,33.1,,16.5,40.1,29.1,49.1,32.4,21.2,,23.5,37.0,32.8,51.8,,,,,,,,14.7,16.6,שישי - 12:00-14:59,2024,1
22083,83,2,אגד,"רשל""צ פרברי",גוש דן,ראשון לציון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.9,8090.4,1.3,57,מעל שנה וחצי,,,15.73,87.35,17.41,62.0,353,1867.8,10627.9,30.1,,12.8,34.8,28.1,43.5,28.3,20.8,,10.9,30.3,28.5,59.3,,,,,,,,9.6,16.0,שישי - 12:00-14:59,2024,1
22085,85,2,אגד,רחובות עירוני,מרכז,רחובות,רחובות,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,4.7,28.1,5.1,15,מעל שנה וחצי,,,13.13,21.48,5.34,1.0,6,24.3,144.7,24.1,,,,,24.3,,,,,,23.2,,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22088,88,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.4,88.6,0.7,19,מעל שנה וחצי,,,21.63,20.53,24.47,2.0,12,11.7,60.4,5.0,,,5.8,,,,,,,1.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22088,88,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,צפת,צפת,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,6,16.5,669.0,0.1,37,מעל שנה וחצי,2.0,,27.65,35.8,131.12,10.0,55,12.2,90.1,1.6,,,,,1.9,0.2,,,,,3.2,5.7,,,,,,,,,,שישי - 12:00-14:59,2024,1
22089,89,1,דן,תל אביב,גוש דן,תל אביב יפו,חולון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.0,8540.7,2.1,50,מעל שנה וחצי,2.0,,15.92,82.91,10.54,68.0,388,3291.5,18305.7,47.2,8.9,3.8,41.2,40.8,84.3,55.7,33.2,,16.8,25.0,41.5,72.3,,,0.0,,,,,45.6,22.0,ימי חול - 12:00-14:59,2024,1
22089,89,2,דן,תל אביב,גוש דן,חולון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.1,9207.4,2.1,49,מעל שנה וחצי,,,16.49,80.41,10.25,73.0,417,3531.7,19625.8,47.1,,26.2,67.9,50.9,78.1,35.0,22.2,,26.1,41.0,39.6,55.8,,,0.0,,,,,54.2,21.8,ימי חול - 12:00-14:59,2024,1
22090,90,1,סופרבוס,העמקים,מטרופולין חיפה,קרית טבעון,כפר חסידים א',אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,17.1,273.3,0.3,40,מעל שנה וחצי,1.0,,31.53,32.54,33.59,3.0,16,18.4,93.0,5.8,,,,,6.1,,,,,,,1.0,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22090,90,2,סופרבוס,העמקים,מטרופולין חיפה,כפר חסידים א',קרית טבעון,אזורי,מאסף,תלמידים,בינעירוני,אוטובוס,1,17.7,106.3,0.6,40,מעל שנה וחצי,1.0,,27.8,38.2,20.87,1.0,6,13.1,65.9,11.0,,,12.6,,,,,,,0.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22095,95,1,דן בדרום,צפון הנגב,הדרום,אשקלון,אשקלון,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,10.2,61.4,0.2,23,מעל שנה וחצי,,,28.93,21.15,75.39,1.0,6,1.7,10.1,1.7,,,1.7,,,,,,,1.6,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22095,95,2,דן בדרום,צפון הנגב,הדרום,אשקלון,אשקלון,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.2,74.9,0.2,19,מעל שנה וחצי,,,24.24,15.35,63.88,2.0,12,2.4,17.3,1.4,,,,,1.2,,,,,,3.4,1.9,,,,,,,,,,שישי - 09:00-11:59,2024,1
22099,99,1,סופרבוס,העמקים,מטרופולין חיפה,יקנעם עילית,יקנעם עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,9.7,68.1,1.3,33,מעל שנה וחצי,,,22.18,26.24,12.22,2.0,7,15.8,90.2,12.9,,,,,13.1,,,,,,,11.0,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22130,130,1,קווים,חדרה-נתניה,מרכז,כפר יונה,נתניה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,14.1,3248.3,1.0,29,מעל שנה וחצי,,,23.65,35.77,15.99,40.0,231,574.2,3100.1,13.4,,3.1,21.6,15.3,21.1,13.6,5.5,,2.4,8.0,9.8,11.3,,,,,,,,5.4,4.0,ימי חול - 06:00-08:59,2024,1
22141,141,1,דן,תל אביב,גוש דן,יהוד מונוסון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.1,7537.4,1.4,52,מעל שנה וחצי,,,19.98,72.37,13.16,59.0,313,1942.9,10324.2,33.0,,10.5,38.5,25.4,58.4,38.7,18.9,,9.2,25.5,29.8,57.8,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22141,141,2,דן,תל אביב,גוש דן,חולון,יהוד מונוסון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.1,7556.4,1.4,54,מעל שנה וחצי,,,18.52,78.08,13.66,59.0,314,2020.4,10772.5,34.3,,27.1,45.5,32.3,42.8,32.4,18.2,,17.5,42.6,30.5,44.4,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22147,147,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,ירכא,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,27.1,1520.2,0.1,53,מעל שנה וחצי,,,30.67,53.02,95.27,10.0,56,33.9,187.0,3.3,,,2.1,4.4,7.9,1.8,1.3,,,0.9,3.1,9.4,0.0,,,,,,,,1.0,שישי - 12:00-14:59,2024,1
22147,147,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,ירכא,נהריה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,27.2,1683.4,0.1,51,מעל שנה וחצי,,,31.36,52.04,103.69,11.0,62,35.3,186.7,3.0,,0.2,4.6,4.0,6.1,1.8,1.0,,0.2,2.0,2.6,0.6,,,,,,,,,0.0,ימי חול - 12:00-14:59,2024,1
22304,304,1,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,ראש העין,ראש העין,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,9.8,166.5,0.8,24,מעל שנה וחצי,,,22.39,26.26,20.96,3.0,17,22.2,127.8,7.5,,,7.4,,,,,,,8.4,,,,,,,,,,,,שישי - 06:00-08:59,2024,1
22304,304,2,אלקטרה אפיקים,פתח תקוה-ראש העין,גוש דן,ראש העין,ראש העין,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,9.3,373.8,0.7,23,מעל שנה וחצי,,,25.28,22.07,21.66,7.0,40,45.0,244.5,6.1,,,,0.1,7.5,,,,,,1.1,8.2,,,,,,,,,,שישי - 12:00-14:59,2024,1
22400,400,1,מטרופולין,הנגב,הדרום,להבים,תמר,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,2,80.2,9938.4,0.0,18,מעל שנה וחצי,,,68.41,70.34,161.82,22.0,124,58.9,323.4,2.6,,,2.4,8.0,6.4,4.4,3.8,,,1.2,3.8,5.4,,,,,,,,,,ימי חול - 09:00-11:59,2024,1
22400,400,2,מטרופולין,הנגב,הדרום,תמר,להבים,בינעירוני,ישיר,סדיר,בינעירוני,אוטובוס,2,80.5,5226.5,0.1,16,מעל שנה וחצי,,,66.19,72.97,74.19,12.0,67,73.7,395.4,5.9,,,3.5,7.1,9.6,4.3,,,,4.1,3.3,4.6,,,,,,,,,,ימי חול - 12:00-14:59,2024,1
22479,479,1,קווים,חשמונאים,מרכז,לוד,קרית אונו,בינעירוני,מאסף,סדיר,בינעירוני,מידיבוס,1,18.9,1698.1,0.3,27,מעל שנה וחצי,,,27.62,41.06,39.14,18.0,90,113.3,566.5,6.3,,4.0,10.0,5.7,8.3,5.7,3.6,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
22479,479,2,קווים,חשמונאים,מרכז,קרית אונו,לוד,בינעירוני,מאסף,סדיר,בינעירוני,מידיבוס,1,16.8,1509.1,0.4,26,מעל שנה וחצי,,,30.38,33.18,31.6,18.0,90,113.4,567.0,6.3,,0.2,12.1,1.9,11.0,6.1,3.5,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2024,1
23001,1,3,אלקטרה אפיקים,אשדוד עירוני,מרכז,אשדוד,אשדוד,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,7.5,2750.3,1.7,19,מעל שנה וחצי,,,18.68,24.09,11.56,64.0,365,846.2,4562.3,12.5,2.0,3.2,10.4,16.7,26.1,14.2,6.7,,3.1,6.1,11.4,10.3,,,0.0,,,,,3.0,4.9,ימי חול - 12:00-14:59,2024,1
23002,2,3,אגד,אילת עירוני ובינעירוני,הדרום,אילת,אילת,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.0,8098.2,1.4,66,מעל שנה וחצי,4.0,,22.08,59.78,11.73,65.0,368,2036.6,11252.7,30.6,,,24.9,33.1,61.5,23.8,17.6,,,17.6,29.9,33.0,1.0,,,,,,,,17.6,ימי חול - 12:00-14:59,2024,1
23003,3,1,דן בדרום,צפון הנגב,הדרום,אשקלון,אשקלון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.9,6377.0,1.4,58,מעל שנה וחצי,6.0,,21.93,51.71,11.42,59.0,338,1664.3,9180.9,27.2,,5.9,27.7,38.9,62.8,18.8,9.8,,11.7,20.4,34.1,27.6,,,,,,,,,4.9,ימי חול - 12:00-14:59,2024,1
23003,3,2,דן בדרום,צפון הנגב,הדרום,אשקלון,אשקלון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,19.6,11986.3,0.7,59,מעל שנה וחצי,1.0,,22.03,53.38,23.61,106.0,612,1507.0,8303.2,13.6,,4.3,29.2,36.1,55.2,21.5,13.8,,,16.9,29.2,28.2,0.4,,,,,,,,6.7,ימי חול - 12:00-14:59,2024,1
23005,5,1,אלקטרה אפיקים,אשדוד עירוני,מרכז,אשדוד,אשדוד,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,7114.0,1.5,45,מעל שנה וחצי,2.0,,21.09,48.08,11.02,74.0,420,1999.5,10996.1,26.2,,2.6,19.9,35.8,61.3,21.3,11.2,,3.2,17.4,30.1,33.3,,,,,,,,2.9,7.4,ימי חול - 12:00-14:59,2024,1
23005,5,2,אלקטרה אפיקים,אשדוד עירוני,מרכז,אשדוד,אשדוד,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.3,7270.6,1.5,52,מעל שנה וחצי,2.0,,19.97,51.98,11.74,74.0,420,2019.5,11161.5,26.6,,3.2,26.3,34.9,58.5,20.4,10.1,,4.1,23.4,31.1,32.4,,,,,,,,2.2,7.1,ימי חול - 12:00-14:59,2024,1
23006,6,1,דן,תל אביב,גוש דן,בני ברק,בני ברק,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,9.5,2650.9,3.0,47,מעל שנה וחצי,,,11.36,50.18,9.73,44.0,255,1337.2,7886.7,30.9,10.8,1.7,31.6,27.2,49.4,31.6,26.1,,7.5,33.6,41.4,43.2,,,0.0,,,,,,34.8,ימי חול - 12:00-14:59,2024,1
23006,6,2,דן,תל אביב,גוש דן,בני ברק,בני ברק,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.1,1869.9,3.3,27,מעל שנה וחצי,,,11.05,49.41,9.76,41.0,206,1243.2,6258.2,30.4,14.5,3.8,18.2,24.2,55.1,25.6,34.7,,,,,,,,,,,,,,20.9,ימי חול - 12:00-14:59,2024,1
23007,7,1,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,יפיע,נצרת,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,8.1,3070.5,0.8,35,מעל שנה וחצי,6.0,,15.29,31.79,30.33,55.0,378,356.0,2376.9,6.3,,0.7,7.7,7.6,15.0,2.5,1.5,,0.2,6.9,8.1,11.3,2.6,1.7,,0.4,4.1,6.1,13.4,2.2,1.5,ימי חול - 12:00-14:59,2024,1
23007,7,2,ש.א.מ,קווי נצרת – שאמ,גולן גליל ועמקים,נצרת,יפיע,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,8.7,3289.0,0.7,35,מעל שנה וחצי,2.0,,16.12,32.38,31.82,55.0,378,351.29999999999995,2307.8,6.1,,0.1,5.8,5.7,16.8,3.7,2.3,,0.2,3.1,5.4,15.4,3.3,3.1,,0.1,3.2,4.9,10.0,3.2,2.9,ימי חול - 12:00-14:59,2024,1
