RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
19021,21,1,דן בדרום,צפון הנגב,הדרום,אשקלון,תלמים,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,45.5,1499.92,0.1,42,מעל שנה וחצי,21.0,"עוצם, נהורה, ניר ח''ן, שחר",6,33,23.6,129.8,3.9,,,3.7,,10.9,1.3,5.0,,,3.1,4.4,,,,,,,,,4.3,,ימי חול - 12:00-14:59,2022,4
19021,21,2,דן בדרום,צפון הנגב,הדרום,תלמים,אשקלון,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,45.8,1510.77,0.1,42,מעל שנה וחצי,20.0,"ניר ח''ן, שחר, נהורה, עוצם",6,33,28.9,156.3,4.7,,1.0,10.9,5.1,5.6,3.2,,,,5.9,,3.7,,,,,,,,,2.2,ימי חול - 06:00-08:59,2022,4
19024,24,1,מטרופולין,הנגב,הדרום,ערד,כסיפה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,18.8,2956.94,0.5,21,מעל שנה וחצי,,,28,157,270.3,1454.8,9.3,,,6.2,11.2,16.4,8.2,4.1,,,2.1,6.7,10.3,,,,,,,,2.0,1.6,ימי חול - 12:00-14:59,2022,4
19024,24,2,מטרופולין,הנגב,הדרום,כסיפה,ערד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,17.9,3226.32,0.6,22,מעל שנה וחצי,,,32,180,332.0,1789.2,9.9,,1.8,18.6,13.5,17.1,3.5,1.4,,,10.1,7.6,3.8,,,,,,,,1.2,1.4,ימי חול - 06:00-08:59,2022,4
19026,26,1,קווים,חדרה-נתניה,מרכז,נתניה,מעברות,אזורי,מאסף,סדיר,בינעירוני,מידיבוס,1,22.4,1548.29,0.3,34,מעל שנה וחצי,26.0,"כפר ידידיה, הדר עם, כפר חיים, כפר מונש, בית הלוי, העוגן, מעברות",13,69,93.4,486.6,7.1,,,10.9,6.6,7.6,5.0,4.9,,,8.7,3.0,4.9,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19026,26,2,קווים,חדרה-נתניה,מרכז,מעברות,נתניה,אזורי,מאסף,סדיר,בינעירוני,מידיבוס,1,22.4,1544.22,0.3,35,מעל שנה וחצי,23.0,"מעברות, העוגן, בית הלוי, כפר מונש, כפר חיים, הדר עם, כפר ידידיה",13,69,83.9,441.5,6.4,,,5.4,4.7,14.5,6.0,3.0,,1.0,5.4,5.6,10.0,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19028,28,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,נצרת,סח'נין,בינעירוני,מאסף,סדיר,בינעירוני,מידיבוס,2,41.4,5827.68,0.3,59,מעל שנה וחצי,,,21,142,246.0,1605.1,11.3,,0.0,19.1,11.6,15.7,5.3,3.1,,0.0,13.0,12.7,12.5,6.0,4.2,,,12.4,11.3,16.0,5.5,5.5,ימי חול - 06:00-08:59,2022,4
19028,28,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,סח'נין,נצרת,בינעירוני,מאסף,סדיר,בינעירוני,מידיבוס,2,41.5,5633.349999999999,0.3,60,מעל שנה וחצי,,,20,137,220.29999999999995,1453.2999999999995,10.6,,1.6,9.5,8.6,27.8,10.4,4.6,,1.8,9.6,7.8,12.6,15.7,4.2,,0.9,6.3,6.8,19.7,17.8,4.0,ימי חול - 12:00-14:59,2022,4
19029,29,1,מטרופולין,השרון,מרכז,כפר סבא,הרצליה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,21.7,8995.67,2.0,72,מעל שנה וחצי,,,65,395,3047.7000000000003,18180.0,46.0,,23.6,63.6,49.3,74.8,32.6,29.5,,23.1,48.0,47.7,58.4,24.6,,,,,,,26.7,26.8,ימי חול - 12:00-14:59,2022,4
19029,29,2,מטרופולין,השרון,מרכז,הרצליה,כפר סבא,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,21.6,9298.48,1.8,63,מעל שנה וחצי,,,68,410,2859.1,16940.2,41.3,,15.2,40.9,36.2,73.3,38.1,31.4,,8.1,29.6,35.5,69.3,26.7,,,,,,,31.5,30.1,ימי חול - 12:00-14:59,2022,4
19031,31,1,גי.בי.טורס,מרחב נצרת ג'י.בי טורס,גולן גליל ועמקים,נצרת,עמק הירדן,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,3,43.9,2353.61,0.3,64,מעל שנה וחצי,,,10,53,122.8,638.1,12.0,,,20.4,11.8,14.8,3.0,2.5,,,10.0,3.6,10.5,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19031,31,2,גי.בי.טורס,מרחב נצרת ג'י.בי טורס,גולן גליל ועמקים,עמק הירדן,נצרת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,44.3,2345.67,0.2,49,מעל שנה וחצי,,,10,53,96.1,503.00000000000006,9.5,,,4.4,5.0,13.4,15.8,9.5,,,4.8,6.4,11.3,,,,,,,,,,ימי חול - 15:00-18:59,2022,4
19032,32,1,קווים,חדרה-נתניה,מטרופולין חיפה,חדרה,בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,39.8,437.84,0.2,40,מעל שנה וחצי,,,2,11,18.200000000000003,101.1,9.2,,,,8.4,,9.8,,,,,10.1,,,,,,,,,,,שישי - 09:00-11:59,2022,4
19032,32,2,קווים,חדרה-נתניה,מטרופולין חיפה,רגבים,חדרה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,39.3,1140.86,0.2,45,מעל שנה וחצי,,,5,29,49.0,266.1,9.2,,1.0,15.8,,8.9,7.5,,,1.3,8.0,,3.9,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19033,33,1,גי.בי.טורס,מרחב נצרת ג'י.בי טורס,גולן גליל ועמקים,טורעאן,עפולה,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,32.3,1000.49,0.3,57,מעל שנה וחצי,,,6,31,63.7,334.4,10.8,,3.7,11.7,9.5,13.6,,,,,15.9,,,,,,,,,,,,שישי - 06:00-08:59,2022,4
19033,33,2,גי.בי.טורס,מרחב נצרת ג'י.בי טורס,גולן גליל ועמקים,עפולה,טורעאן,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,30.9,1454.6,0.3,56,מעל שנה וחצי,,,9,47,68.4,373.7,8.0,,,,6.6,15.8,6.7,3.4,,,,1.0,30.7,,,,,,,,,,שישי - 12:00-14:59,2022,4
19034,34,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,ראס אל עין,תרדיון,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,39.3,1296.68,0.0,42,מעל שנה וחצי,2.0,,6,33,7.9,40.8,1.2,,,3.0,,1.0,1.0,1.0,,,1.3,0.0,,,,,,,,,,0.0,ימי חול - 06:00-08:59,2022,4
19034,34,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,תרדיון,ראס אל עין,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,2,39.9,1309.93,0.0,39,מעל שנה וחצי,2.0,,6,33,9.1,50.4,1.5,,,,2.4,1.4,0.8,2.0,,,,1.6,1.0,,,,,,,,,2.3,ימי חול - 09:00-11:59,2022,4
19035,35,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,מעלות תרשיחא,עכו,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,37.5,3515.82,0.2,58,מעל שנה וחצי,2.0,,17,93,125.09999999999998,678.2999999999998,7.3,,2.2,8.3,6.8,14.8,4.3,3.6,,2.4,12.1,11.6,11.3,,,,,,,,,0.9,ימי חול - 12:00-14:59,2022,4
19035,35,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,עכו,מעלות תרשיחא,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,35.9,3372.34,0.2,57,מעל שנה וחצי,2.0,,17,93,133.9,737.8,7.9,,,16.7,5.0,15.1,4.6,3.8,,,12.8,7.4,9.8,,,,,,,,,4.0,ימי חול - 06:00-08:59,2022,4
19036,36,1,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,שתולים,רחובות,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29.8,834.15,0.9,47,מעל שנה וחצי,,,5,28,135.7,754.2,26.9,,,24.1,,,,,,9.3,33.2,,,,,,,,,,,,שישי - 06:00-08:59,2022,4
19036,36,2,אלקטרה אפיקים,"אשדוד-יבנה-ת""א",מרכז,רחובות,שתולים,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,30.8,1816.49,0.7,42,מעל שנה וחצי,,,11,59,223.0,1181.5,20.0,,,22.1,,25.2,16.2,,,,7.1,18.1,20.6,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19037,37,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,אלומות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.7,592.7,0.3,58,מעל שנה וחצי,,,4,24,35.6,198.1,8.3,,,5.6,8.3,,9.8,,,,2.0,9.0,,,,,,,,,,0.0,ימי חול - 15:00-18:59,2022,4
19037,37,2,סופרבוס,העמקים,גולן גליל ועמקים,אלומות,טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,24.7,568.79,0.3,58,מעל שנה וחצי,,,4,23,29.2,168.2,7.3,,,,12.9,,9.5,3.4,,,,10.3,10.1,,,,,,,,,1.8,ימי חול - 09:00-11:59,2022,4
19038,38,1,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,אל עריאן,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,13.6,585.62,0.5,16,מעל שנה וחצי,,,6,43,48.9,266.8,6.2,,1.9,2.0,3.7,18.6,4.2,,,0.0,3.0,,1.7,,,,0.0,1.0,1.4,3.6,2.3,,ימי חול - 12:00-14:59,2022,4
19038,38,2,קווים,חדרה-נתניה,מטרופולין חיפה,אל עריאן,אום אל פחם,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,13.5,728.14,0.3,16,מעל שנה וחצי,,,8,54,32.400000000000006,191.50000000000003,3.5,,,10.3,2.2,2.9,0.0,1.6,,1.6,,2.2,1.1,,,,,1.6,3.5,3.2,1.6,1.5,ימי חול - 06:00-08:59,2022,4
19039,39,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,אלומות,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,21.9,3779.22,1.1,50,מעל שנה וחצי,4.0,הזורעים,29,169,797.4,4332.4,25.6,,,29.0,27.5,48.0,20.7,14.9,,,13.7,21.2,19.7,,,,,,,,2.5,9.3,ימי חול - 12:00-14:59,2022,4
19039,39,2,סופרבוס,העמקים,גולן גליל ועמקים,אלומות,טבריה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,21.9,3484.48,1.0,52,מעל שנה וחצי,4.0,הזורעים,27,158,619.9000000000001,3385.2000000000007,21.4,,,24.4,25.3,34.5,16.3,12.4,,,14.3,18.7,17.8,,,,,,,,,5.0,ימי חול - 12:00-14:59,2022,4
19040,40,1,קווים,חדרה-נתניה,מרכז,נתניה,בת חפר,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,34.3,1338.4,0.3,56,מעל שנה וחצי,26.0,"תנובות, בארותיים, עולש",7,39,65.5,356.0,9.1,,,10.5,8.3,11.8,9.4,4.4,,,4.4,8.4,7.8,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19040,40,2,קווים,חדרה-נתניה,מרכז,בת חפר,נתניה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,34.1,1192.17,0.3,59,מעל שנה וחצי,26.0,"בארותיים, עולש, תנובות",6,35,58.8,329.7,9.4,,3.9,5.8,19.5,8.6,12.3,,,0.0,3.3,14.4,9.0,,,,,,,,,,ימי חול - 09:00-11:59,2022,4
19041,41,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,א טייבה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,24.6,1281.12,0.2,15,מעל שנה וחצי,6.0,"רמת צבי, מולדת, א טייבה",9,52,40.8,222.90000000000003,4.3,,,1.9,3.3,5.2,6.2,5.3,,,1.5,3.0,3.4,,,,,,,,2.0,2.8,ימי חול - 15:00-18:59,2022,4
19041,41,2,סופרבוס,העמקים,גולן גליל ועמקים,א טייבה,עפולה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,24.8,1438.57,0.2,17,מעל שנה וחצי,7.0,"א טייבה, מולדת, רמת צבי",10,58,42.1,231.1,4.0,,,4.6,4.2,3.4,6.8,2.8,,,3.8,3.0,2.8,,,,,,,,,1.4,ימי חול - 15:00-18:59,2022,4
19042,42,1,סופרבוס,העמקים,גולן גליל ועמקים,טבריה,כפר זיתים,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,14.8,503.51,0.3,12,מעל שנה וחצי,5.0,"כפר חיטים, ארבל, כפר זיתים",6,34,30.2,161.2,4.7,,,1.4,4.4,,5.4,9.0,,,2.5,1.6,4.4,,,,,,,,,,ימי חול - 19:00-23:59,2022,4
19042,42,2,סופרבוס,העמקים,גולן גליל ועמקים,כפר זיתים,טבריה,אזורי,מאסף,סדיר,בינעירוני,מיניבוס,1,16.4,573.27,0.3,18,מעל שנה וחצי,5.0,"כפר זיתים, ארבל, כפר חיטים",6,35,35.7,191.7,5.5,,,5.3,3.8,5.8,8.6,,,,3.0,3.2,1.9,,,,,,,,,,ימי חול - 15:00-18:59,2022,4
19043,43,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,יאנוח ג'ת,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29.0,203.21,0.2,40,מעל שנה וחצי,,,1,7,4.7,41.7,6.0,,,,4.7,,,,,,,18.2,,0.0,,,,,,,,,שישי - 09:00-11:59,2022,4
19043,43,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,יאנוח ג'ת,נהריה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,29.9,329.2,0.2,44,מעל שנה וחצי,1.0,,2,11,14.9,79.1,7.2,,,,,10.8,,4.1,,,4.6,,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19044,44,1,מטרופולין,הנגב,הדרום,באר שבע,ניצני סיני,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,96.6,3091.46,0.2,40,מעל שנה וחצי,,,5,32,84.2,509.6,15.9,,,14.8,23.3,25.6,,5.8,,,7.7,17.0,13.3,,,,,,,,,10.2,ימי חול - 12:00-14:59,2022,4
19044,44,2,מטרופולין,הנגב,הדרום,ניצני סיני,באר שבע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,99.2,2281.99,0.2,38,מעל שנה וחצי,1.0,,4,23,70.2,398.4,17.3,,,,22.5,22.4,,2.8,,,17.3,27.1,3.0,,,,,,,,,,שישי - 09:00-11:59,2022,4
19045,45,1,קווים,חדרה-נתניה,מטרופולין חיפה,אום אל פחם,בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,25.4,1268.4,0.4,24,מעל שנה וחצי,,,9,50,102.8,537.7,10.8,,6.8,16.8,7.8,,6.3,,,2.5,5.3,5.3,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19045,45,2,קווים,חדרה-נתניה,מטרופולין חיפה,בנימינה גבעת עדה,אום אל פחם,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,25.6,1304.33,0.3,22,מעל שנה וחצי,,,10,51,74.60000000000001,377.1000000000001,7.4,,,3.9,5.0,10.7,6.4,7.9,,,,,4.1,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19046,46,1,סופרבוס,העמקים,גולן גליל ועמקים,עפולה,עמק יזרעאל,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,2,18.2,989.93,0.3,19,מעל שנה וחצי,8.0,"דברת, אחוזת ברק",10,57,58.2,303.6,5.3,,,5.2,8.4,14.7,3.1,4.0,,,1.0,2.6,4.0,,,,,,,,,0.8,ימי חול - 12:00-14:59,2022,4
19046,46,2,סופרבוס,העמקים,גולן גליל ועמקים,עמק יזרעאל,עפולה,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,18.5,1071.61,0.3,17,מעל שנה וחצי,7.0,"אחוזת ברק, דברת",10,58,53.9,280.9,4.8,,1.5,6.0,7.6,7.7,5.1,2.2,,,1.5,1.5,3.6,,,,,,,,,0.6,ימי חול - 12:00-14:59,2022,4
19047,47,1,מטרופולין,השרון,מרכז,רעננה,תל אביב יפו,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,21.8,6413.61,1.3,42,מעל שנה וחצי,,,53,294,1508.2,8568.0,29.1,,11.4,28.8,21.1,57.0,25.6,18.6,,16.2,17.4,27.3,71.9,,,,,,,,,,שישי - 12:00-14:59,2022,4
19047,47,2,מטרופולין,השרון,מרכז,תל אביב יפו,רעננה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,22.1,7028.44,1.6,44,מעל שנה וחצי,,,58,318,2005.5,11086.500000000002,34.9,,27.1,49.7,30.5,45.4,26.6,20.0,,24.0,41.9,26.2,47.5,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19048,48,1,קווים,חדרה-נתניה,מטרופולין חיפה,אל עריאן,בנימינה גבעת עדה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,26.2,1678.91,0.2,26,מעל שנה וחצי,1.0,,12,64,72.0,372.0,5.8,,3.0,11.4,4.2,4.9,1.2,,,0.0,4.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19048,48,2,קווים,חדרה-נתניה,מטרופולין חיפה,בנימינה גבעת עדה,אל עריאן,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,1,26.2,1362.97,0.2,29,מעל שנה וחצי,1.0,,10,52,63.7,327.8,6.3,,,1.1,6.6,19.2,7.5,3.4,,,,1.0,8.3,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19049,49,1,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,זרזיר,זרזיר,עירוני,מקומי מאסף,תלמידים,עירוני,מידיבוס,5,3.2,111.52,6.0,6,מעל שנה וחצי,6.0,,7,35,133.0,665.0,19.0,,,18.0,,,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19049,49,2,נסיעות ותיירות,קווי נצרת - נסיעות ותיירות,גולן גליל ועמקים,זרזיר,זרזיר,עירוני,מקומי מאסף,תלמידים,עירוני,מידיבוס,5,2.7,104.21,6.9,7,מעל שנה וחצי,5.0,,9,36,144.0,720.0,20.0,,,,,18.0,,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19050,50,1,מטרופולין,הנגב,הדרום,באר שבע,ערערה בנגב,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.1,5508.97,0.4,33,מעל שנה וחצי,,,29,157,449.6,2380.7,15.2,,,6.6,11.9,30.2,15.3,9.5,,,3.0,12.7,26.3,,,,,,,,6.0,1.2,ימי חול - 12:00-14:59,2022,4
19050,50,2,מטרופולין,הנגב,הדרום,ערערה בנגב,באר שבע,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,33.3,5640.01,0.4,35,מעל שנה וחצי,,,31,169,412.2000000000001,2200.6,13.0,,,35.2,18.0,15.4,3.7,1.0,,0.0,26.6,11.4,7.3,,,,,,,,1.0,0.9,ימי חול - 06:00-08:59,2022,4
19051,51,1,קווים,חשמונאים,מרכז,רמלה,רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,6.6,39.79,2.6,17,מעל שנה וחצי,3.0,,1,6,18.5,104.8,17.5,,,18.5,,,,,,,12.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19054,54,3,מטרופולין,הנגב,הדרום,באר שבע,באר שבע,אזורי,מאסף,סדיר,בינעירוני,אוטובוס,1,26.0,520.08,0.2,30,מעל שנה וחצי,11.0,נבטים,4,20,22.1,110.5,5.5,,,4.7,5.6,7.2,4.6,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19056,56,1,קווים,חשמונאים,מרכז,רמלה,רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.4,81.5,2.5,19,מעל שנה וחצי,,,2,11,37.1,202.4,18.4,,,18.6,,,,,,,16.9,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19056,56,2,קווים,חשמונאים,מרכז,רמלה,רמלה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.2,151.14,1.8,19,מעל שנה וחצי,,,4,21,51.3,264.5,12.6,,,,,15.8,0.0,,,,,8.0,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19057,57,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,1.7,110.26,3.6,64,מעל שנה וחצי,,,3,18,66.2,393.3,21.8,,,21.4,,,,,,,20.8,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19057,57,2,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,4,10.4,170.10000000000002,3.4,69,מעל שנה וחצי,,,4,23,100.7,581.6,25.3,,,,,28.0,1.8,,,,,26.0,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19058,58,1,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,7.4,106.73,4.1,36,מעל שנה וחצי,,,3,18,75.2,433.1,24.1,,,20.1,,,,,,,18.4,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19058,58,2,קווים,חשמונאים,י-ם,מודיעין עילית,מודיעין עילית,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,3,8.0,135.42000000000002,3.5,36,מעל שנה וחצי,,,3,18,80.0,477.4,26.5,,,,,23.8,,,,,,25.8,,,,,,,,,,,שישי - 09:00-11:59,2022,4
19062,62,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,נהריה,עירוני,מקומי מאסף,תלמידים,עירוני,לא מוגדר,1,8.4,50.17,7.5,25,לפני 10 חודשים,1.0,,1,6,65.6,374.0,62.3,,,58.6,,,,,,,46.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19062,62,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,נהריה,עירוני,מקומי מאסף,תלמידים,עירוני,לא מוגדר,1,10.5,167.7,1.7,28,לפני 10 חודשים,,,3,16,51.3,286.7,17.9,,,,,23.6,4.0,,,,,30.2,,,,,,,,,,,שישי - 09:00-11:59,2022,4
19063,63,1,קווים,חדרה-נתניה,מטרופולין חיפה,מצפה אילן,חדרה,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,35.1,1844.42,0.2,45,מעל שנה וחצי,3.0,עין שמר,9,52,58.4,325.2,6.3,,,8.2,9.7,8.6,5.4,2.2,,0.0,4.6,7.3,4.0,,,,,,,,9.0,4.2,ימי חול - 09:00-11:59,2022,4
19063,63,2,קווים,חדרה-נתניה,מטרופולין חיפה,חדרה,מצפה אילן,בינעירוני,מאסף,סדיר,בינעירוני,מיניבוס,2,36.0,2036.57,0.1,48,מעל שנה וחצי,5.0,עין שמר,10,56,53.0,292.8,5.2,,,2.8,5.2,8.6,4.1,6.4,,,3.3,4.7,9.7,,,,,,,,0.0,5.0,שישי - 12:00-14:59,2022,4
19065,65,1,תנופה,שומרון,מרכז,נופים,פתח תקווה,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,41.4,827.5,0.1,20,לפני 7 חודשים,,,4,20,23.7,118.5,5.9,,,7.2,4.8,4.6,,,,,,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
19065,65,2,תנופה,שומרון,מרכז,פתח תקווה,נופים,בינעירוני,מאסף,סדיר,בינעירוני ממוגן אבן,אוטובוס,1,41.9,628.17,0.2,23,לפני 7 חודשים,,,3,15,22.0,110.0,7.3,,,,,8.9,6.6,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
19066,66,1,מטרופולין,הנגב,הדרום,דימונה,ערערה בנגב,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,30.1,1682.86,0.3,29,מעל שנה וחצי,,,10,56,91.5,473.4,8.5,,,8.3,12.3,11.3,6.2,,,,0.5,4.3,4.8,,,,,,,,,1.0,ימי חול - 09:00-11:59,2022,4
19066,66,2,מטרופולין,הנגב,הדרום,ערערה בנגב,דימונה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,30.7,1717.86,0.3,31,מעל שנה וחצי,,,10,56,86.8,447.4,8.0,,,14.8,18.1,7.6,1.4,,,,4.9,2.4,1.8,,,,,,,,1.0,1.0,ימי חול - 09:00-11:59,2022,4
19067,67,1,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,14.7,3932.1,2.3,37,לפני 5 חודשים,,,48,268,1674.4,9044.0,33.7,,1.5,43.0,30.7,52.2,32.1,21.9,,,28.0,35.9,28.6,,,,,,,,8.8,11.2,ימי חול - 12:00-14:59,2022,4
19067,67,2,אקסטרה,נתניה עירוני,מרכז,נתניה,נתניה,עירוני,עירוני עורקי מאסף,סדיר,עירוני,אוטובוס,1,14.7,4207.13,1.9,39,לפני 5 חודשים,,,52,287,1496.0,8134.0,28.3,,3.0,30.3,24.5,53.7,27.1,18.2,,,14.3,33.4,42.5,,,,,,,,12.3,12.7,ימי חול - 12:00-14:59,2022,4
19072,72,1,דן,תל אביב,גוש דן,תל אביב יפו,ראשון לציון,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,18.5,7464.88,2.2,45,מעל שנה וחצי,,,71,402,2904.5999999999995,16075.799999999996,40.0,,10.3,37.7,29.4,66.4,50.7,25.3,,31.8,26.2,33.0,52.9,,,,,,,,21.6,21.6,ימי חול - 12:00-14:59,2022,4
19072,72,2,דן,תל אביב,גוש דן,ראשון לציון,תל אביב יפו,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,18.3,7453.9,2.0,48,מעל שנה וחצי,,,71,406,2615.3,14725.8,36.3,,18.6,43.0,31.7,55.1,34.6,23.0,,26.3,28.0,35.5,57.1,,,,,,,,13.2,18.4,שישי - 12:00-14:59,2022,4
19073,73,1,קווים,חשמונאים,מרכז,שוהם,שוהם,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5.0,54.48,0.7,17,מעל שנה וחצי,,,2,11,6.1,36.5,3.3,,,3.0,,,,,,,6.0,,,,,,,,,,,,שישי - 06:00-08:59,2022,4
