RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,UniqueStations,UniqueLocations,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 00:00-03:59,WorkDay - 04:00-05:59,WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 00:00-03:59,Friday - 04:00-05:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Friday - 15:00-18:59,Friday - 19:00-23:59,Saturday - 00:00-03:59,Saturday - 04:00-05:59,Saturday - 06:00-08:59,Saturday - 09:00-11:59,Saturday - 12:00-14:59,Saturday - 15:00-18:59,Saturday - 19:00-23:59,MaxRidership,year,Q
10003,3,1,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,3.3,39.66,15.1,12,מעל שנה וחצי,,,2,12,101.5,598.5,49.9,,,50.8,,,,,,,45.5,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10006,6,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,8.4,84.2,1.0,21,מעל שנה וחצי,1.0,,2,10,13.6,84.9,8.5,,,8.5,,,,,,,8.4,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10006,6,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,12.3,1317.28,0.7,34,מעל שנה וחצי,12.0,,19,107,154.1,893.7,8.4,,0.0,9.5,12.7,12.4,5.0,1.9,,1.0,8.7,12.5,11.5,,,,,,,,,,ימי חול - 09:00-11:59,2022,4
10007,7,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,נשר,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,4.7,288.9,1.6,8,מעל שנה וחצי,,,11,61,85.1,452.0,7.4,,3.8,10.1,,4.0,3.2,,,,4.6,,,0.0,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10007,7,2,אגד,חיפה עירוני,מטרופולין חיפה,נשר,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,3.7,229.34,1.2,8,מעל שנה וחצי,,,11,62,46.4,270.1,4.4,,,,,5.1,7.2,2.8,,,,,5.4,,,,,,,,,,ימי חול - 15:00-18:59,2022,4
10008,8,1,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,2,5.9,61.34,7.8,22,מעל שנה וחצי,,,2,12,79.9,476.9,39.7,,,40.0,,,,,,,38.7,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10008,8,2,אגד,חיפה עירוני,מטרופולין חיפה,רכסים,רכסים,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,5.9,99.6,5.5,20,מעל שנה וחצי,,,3,17,98.2,544.0,32.0,,,,,32.7,,,,,,53.0,0.0,,,,,,,,,,שישי - 09:00-11:59,2022,4
10010,10,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.2,1830.99,1.8,35,מעל שנה וחצי,7.0,,32,179,590.5999999999999,3310.8,18.5,,,11.0,21.7,33.8,16.4,10.3,,,12.3,22.7,27.8,,,,,,,,,4.5,ימי חול - 12:00-14:59,2022,4
10012,12,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ביאליק,קרית מוצקין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.8,6425.59,2.0,47,מעל שנה וחצי,3.0,,66,383,2244.5,12617.2,32.9,,6.3,35.5,41.9,59.1,24.7,19.1,,6.4,25.8,37.1,41.7,7.4,,,,,,,13.7,14.8,ימי חול - 12:00-14:59,2022,4
10012,12,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית ביאליק,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,6547.5,2.1,46,מעל שנה וחצי,3.0,,67,388,2399.4,13532.2,34.9,,6.9,29.1,47.3,65.9,30.1,16.6,,7.6,24.0,44.3,47.1,5.1,,,,,,,21.0,13.3,ימי חול - 12:00-14:59,2022,4
10013,13,1,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית ים,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.4,7113.45,1.6,60,מעל שנה וחצי,2.0,,67,387,2044.0,11476.4,29.7,,5.9,27.7,34.3,57.3,24.5,18.0,,5.5,23.2,30.0,39.7,9.6,,,,,,,13.3,17.2,ימי חול - 12:00-14:59,2022,4
10013,13,2,אגד,"מתמ""ז-קריות",מטרופולין חיפה,קרית ים,קרית מוצקין,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.7,7229.78,1.5,58,מעל שנה וחצי,1.0,,67,386,1997.0,11126.4,28.8,,9.9,30.6,37.2,49.9,22.2,13.9,,7.1,23.1,27.0,37.1,4.9,,,,,,,20.7,12.9,ימי חול - 12:00-14:59,2022,4
10014,14,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,19.5,58.53,0.8,66,מעל שנה וחצי,,,0,3,2.0,45.0,15.0,,,,,,,,,,,,,,,,,,,,,11.7,שבת - 19:00-23:59,2022,4
10014,14,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,31.1,467.04,2.1,101,מעל שנה וחצי,,,0,17,0.0,1003.4,59.0,,,,,,,,,,,,,,,,,,47.0,97.8,48.2,44.7,שבת - 12:00-14:59,2022,4
10016,16,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.5,4401.94,2.1,36,מעל שנה וחצי,,,46,252,1696.6,9212.7,36.6,,1.3,28.1,37.3,63.4,29.4,29.9,,1.3,20.9,43.3,49.2,2.4,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10016,16,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,15.8,4194.55,1.7,32,מעל שנה וחצי,,,48,266,1345.6999999999998,7331.299999999999,27.6,,12.4,31.6,28.0,40.7,21.9,23.5,,6.8,16.5,23.2,40.1,7.3,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10017,17,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.6,6970.73,1.7,59,מעל שנה וחצי,,,55,309,2221.7000000000003,12057.3,39.0,,8.6,40.1,44.8,54.1,28.1,48.3,,4.6,20.4,26.4,41.7,6.7,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10017,17,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,20.5,7040.1,1.7,51,מעל שנה וחצי,,,66,360,2259.4,12145.9,33.7,,14.9,33.2,37.6,51.1,24.2,,,11.3,25.1,30.4,36.9,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10018,18,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,6,13.9,5816.960000000001,2.3,47,מעל שנה וחצי,,,71,420,2344.6,13637.0,32.5,,10.8,24.8,40.7,57.8,25.8,25.5,,10.4,23.0,38.4,48.0,2.9,,,,,10.1,47.8,25.0,23.8,ימי חול - 12:00-14:59,2022,4
10018,18,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,13.0,5675.739999999999,2.6,37,מעל שנה וחצי,,,74,439,2483.5,14545.2,33.1,,15.2,34.2,41.6,56.6,21.1,21.5,,12.2,27.1,40.0,52.2,1.7,,,,,33.4,52.5,19.1,17.8,ימי חול - 12:00-14:59,2022,4
10019,19,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.4,4745.18,2.9,52,מעל שנה וחצי,,,74,417,2456.8,13743.8,33.0,,,32.1,34.8,54.6,22.2,24.6,,,23.1,32.4,36.0,19.6,,,,,,,35.8,26.8,ימי חול - 12:00-14:59,2022,4
10019,19,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.5,4539.789999999999,2.7,46,מעל שנה וחצי,,,72,400,2247.4,12424.2,31.1,,,21.5,32.1,49.4,23.2,31.0,,,21.7,35.4,41.9,15.4,,,,,,,14.7,16.2,ימי חול - 12:00-14:59,2022,4
10020,20,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.8,6267.89,2.4,73,מעל שנה וחצי,14.0,,66,373,2654.4,14784.6,39.6,,9.1,43.2,37.2,72.8,34.0,21.4,,8.7,31.3,36.9,56.9,8.5,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10021,21,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,105.76,1.0,35,מעל שנה וחצי,,,2,10,20.5,102.5,10.2,,10.2,,,,,,,,,,,,,,,,,,,,ימי חול - 04:00-05:59,2022,4
10023,23,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.29,1.9,34,מעל שנה וחצי,,,0,9,0.0,176.7,19.6,,,,,,,,,,,,,,,,,,15.8,28.3,0.0,,שבת - 12:00-14:59,2022,4
10023,23,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.19,1.8,34,מעל שנה וחצי,,,0,9,0.0,171.3,19.0,,,,,,,,,,,,,,,,,,15.9,24.8,8.4,,שבת - 12:00-14:59,2022,4
10024,24,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.6,7337.46,1.5,67,מעל שנה וחצי,,,49,276,2056.1000000000004,11349.600000000002,41.1,,13.0,34.3,46.4,62.6,31.3,39.6,,3.4,27.7,39.0,48.5,13.0,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10024,24,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.9,6782.25,1.6,59,מעל שנה וחצי,,,53,296,1918.8,10534.0,35.6,,7.8,33.1,37.3,60.6,25.9,26.3,,7.2,23.5,32.2,41.0,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10025,25,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.5,3221.69,1.4,33,מעל שנה וחצי,,,64,385,745.4000000000001,4455.700000000001,11.6,,1.2,8.5,10.9,23.4,10.8,6.3,,2.9,7.1,14.3,24.0,0.0,,,,9.6,11.0,22.9,4.7,3.1,שישי - 12:00-14:59,2022,4
10025,25,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.6,3238.43,1.3,32,מעל שנה וחצי,,,64,383,719.5,4364.7,11.4,,3.2,14.1,14.1,18.5,6.8,4.3,,3.0,13.2,14.8,18.0,0.0,,,,,14.8,16.7,7.4,4.0,ימי חול - 12:00-14:59,2022,4
10027,27,1,תנופה,שומרון,מרכז,חדרה,מבוא דותן,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.5,1377.71,0.2,25,מעל שנה וחצי,3.0,"חרמש, מבוא דותן",6,34,53.6,298.9,8.8,,,2.3,9.7,16.3,13.6,5.8,,,3.7,10.9,10.6,,,,,,,,,5.7,ימי חול - 12:00-14:59,2022,4
10027,27,2,תנופה,שומרון,מרכז,מבוא דותן,חדרה,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.0,1360.14,0.3,23,מעל שנה וחצי,3.0,"מבוא דותן, חרמש",6,34,58.50000000000001,342.20000000000005,10.1,,,19.7,9.9,15.3,4.4,4.9,,,12.9,7.7,20.7,,,,,,,,8.4,,שישי - 12:00-14:59,2022,4
10028,28,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.3,5867.88,3.0,60,מעל שנה וחצי,2.0,,56,321,3062.9,17679.0,55.1,,12.1,35.3,55.7,88.6,47.5,43.2,,15.9,34.9,61.9,93.2,30.9,,,,,,,55.9,48.8,שישי - 12:00-14:59,2022,4
10028,28,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.1,6597.22,2.9,57,מעל שנה וחצי,2.0,,64,364,3394.5,19116.9,52.5,,4.4,54.1,54.4,86.6,39.3,40.1,,1.0,41.5,61.8,69.3,12.1,,,,,35.4,,24.6,38.1,ימי חול - 12:00-14:59,2022,4
10028,28,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,25.6,239.56,3.1,87,מעל שנה וחצי,1.0,,0,9,0.0,753.2,83.7,,,,,,,,,,,,,,,,,,55.6,105.4,82.3,,שבת - 12:00-14:59,2022,4
10029,29,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,23.1,5513.25,1.0,79,מעל שנה וחצי,12.0,,43,239,956.2,5256.2,22.0,,,19.1,18.8,38.0,16.7,18.1,,,11.6,18.9,30.4,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10030,30,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.3,3798.78,1.4,50,מעל שנה וחצי,,,48,265,944.1,5287.0,20.0,,3.2,17.9,18.1,34.6,16.3,13.8,,3.1,15.6,25.5,32.3,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10030,30,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.8,3633.43,1.3,55,מעל שנה וחצי,,,48,264,818.9000000000001,4612.5,17.5,,1.6,20.5,15.0,35.5,13.0,7.6,,2.5,16.2,21.3,28.3,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10031,31,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.1,1901.99,1.7,51,מעל שנה וחצי,,,20,111,581.7,3151.1,28.4,,,29.2,22.3,40.6,26.2,20.0,,,20.7,22.3,25.7,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10031,31,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,2040.42,1.9,52,מעל שנה וחצי,,,22,121,720.1999999999999,3885.9,32.1,,,33.8,29.9,61.0,22.5,15.4,,,24.1,28.0,26.9,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10032,32,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,14.4,158.79,1.5,59,מעל שנה וחצי,33.0,,2,11,44.7,245.4,22.3,,,,,22.4,,,,,,21.9,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10032,32,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,10.1,60.47,1.7,44,מעל שנה וחצי,22.0,,1,6,17.9,101.5,16.9,,,17.9,,,,,,,12.0,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10032,32,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.0,2248.04,0.8,54,מעל שנה וחצי,33.0,,29,161,307.90000000000003,1702.2000000000005,10.6,,,11.1,10.8,19.7,8.9,6.2,,,7.1,14.1,9.5,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10033,33,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,3,7.7,2357.9700000000003,1.5,52,מעל שנה וחצי,3.0,,53,300,632.0,3541.6,11.8,,1.1,12.4,10.8,21.7,9.4,5.8,,0.9,10.3,12.3,16.1,2.8,,,,,,,11.6,4.6,ימי חול - 12:00-14:59,2022,4
10034,34,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.3,45.34,2.4,55,מעל שנה וחצי,1.0,,1,4,22.2,111.0,27.8,,,,,27.7,,,,,,,,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10034,34,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,7.6,2165.3,1.6,53,מעל שנה וחצי,2.0,,50,282,625.3,3481.1,12.3,,3.0,13.9,12.2,19.5,9.3,6.4,,2.4,12.5,10.7,15.2,2.2,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10035,35,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.6,23.21,3.6,46,מעל שנה וחצי,,,0,2,2.2,84.1,42.0,,,,,,,,,,,,,,,,,,,,27.1,46.0,שבת - 19:00-23:59,2022,4
10035,35,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.9,9.95,3.4,39,מעל שנה וחצי,,,0,1,0.0,33.9,33.9,,,,,,,,,,,,,,,,,,,,33.9,,שבת - 15:00-18:59,2022,4
10036,36,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.7,1294.31,2.2,55,מעל שנה וחצי,,,13,74,527.8000000000001,2907.9000000000005,39.3,,,33.1,46.1,54.4,30.4,,,,21.9,30.2,68.9,,,,,,,,,,שישי - 12:00-14:59,2022,4
10036,36,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,17.4,1660.19,2.0,51,מעל שנה וחצי,,,20,113,597.0999999999999,3291.0999999999995,29.1,,5.6,25.2,38.0,58.5,25.7,21.0,,0.0,18.6,29.5,35.2,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10037,37,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,15.0,10824.06,2.3,82,מעל שנה וחצי,,,86,491,4512.599999999999,25308.7,51.5,,22.3,44.2,54.8,81.4,39.4,38.9,,23.5,36.5,41.8,72.4,32.3,,,,,29.6,86.0,40.5,30.8,שבת - 12:00-14:59,2022,4
10037,37,2,אגד,חיפה עירוני,מטרופולין חיפה,דאלית אל כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,28.9,9547.749999999998,2.0,75,מעל שנה וחצי,,,74,423,3347.3,18679.7,44.2,,5.6,44.8,52.1,81.0,28.6,28.8,,3.8,30.7,45.8,49.8,24.0,,,,,23.5,74.7,31.7,24.7,ימי חול - 12:00-14:59,2022,4
10038,38,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,3227.47,1.5,45,מעל שנה וחצי,16.0,,50,279,872.5,4815.5,17.3,,4.9,19.0,18.0,32.7,13.2,7.6,,3.2,12.6,17.1,22.0,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10039,39,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,12.4,136.69,1.5,57,מעל שנה וחצי,9.0,,2,11,39.7,205.6,18.7,,,,,19.8,,,,,,,7.1,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10039,39,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,2,9.6,118.04,1.6,47,מעל שנה וחצי,16.0,,2,12,34.3,186.1,15.5,,,17.2,,,,,,,7.3,,,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10039,39,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,2380.87,0.6,51,מעל שנה וחצי,8.0,,37,205,284.0,1527.4,7.5,,,8.8,6.6,12.8,5.6,5.1,,,5.1,5.1,6.0,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10040,40,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.7,4146.349999999999,2.2,45,מעל שנה וחצי,,,47,295,1486.5,9110.7,30.9,,,17.8,39.3,61.8,26.1,14.6,,,17.1,36.2,57.3,7.5,,,,8.0,26.8,43.3,14.5,10.7,ימי חול - 12:00-14:59,2022,4
10040,40,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.4,3932.55,2.1,41,מעל שנה וחצי,,,46,288,1389.1,8434.5,29.3,,9.8,27.3,43.8,48.9,21.3,11.1,,9.0,20.5,44.2,40.9,11.9,,,,11.5,29.1,34.8,9.5,6.0,ימי חול - 12:00-14:59,2022,4
10042,42,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,1187.6,2.2,44,מעל שנה וחצי,7.0,,14,80,460.69999999999993,2623.5999999999995,32.8,,12.0,29.4,38.2,56.9,21.2,,,9.9,16.5,44.3,42.6,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10042,42,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.2,973.28,2.1,40,מעל שנה וחצי,6.0,,14,80,356.50000000000006,2009.3,25.1,,,19.6,31.8,41.0,17.2,8.3,,,15.8,37.3,22.5,0.0,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10043,43,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,1582.56,1.1,39,מעל שנה וחצי,7.0,,20,112,324.8,1809.7,16.2,,,15.8,13.1,33.5,10.0,8.4,,,12.7,15.1,21.8,0.0,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10043,43,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,1948.53,0.8,43,מעל שנה וחצי,7.0,,21,118,292.90000000000003,1643.5000000000002,13.9,,7.3,23.5,13.4,16.8,8.8,9.0,,,17.5,11.4,12.1,,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10045,45,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.8,929.13,1.9,20,מעל שנה וחצי,,,23,137,325.0,1790.0,13.1,,4.2,20.9,,,0.0,9.2,,3.7,6.1,,,,,,,,,,1.6,12.9,ימי חול - 06:00-08:59,2022,4
10045,45,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.5,1188.95,1.7,19,מעל שנה וחצי,,,31,183,347.69999999999993,2011.7999999999995,11.0,,16.4,16.8,37.0,,9.6,3.6,,7.5,11.5,12.8,9.2,0.0,,,,,,,,8.1,ימי חול - 09:00-11:59,2022,4
10047,47,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.0,1564.21,2.1,32,מעל שנה וחצי,5.0,,28,156,621.6,3357.7,21.5,,,35.1,17.2,33.2,16.0,17.8,,,15.9,12.4,21.3,0.0,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10047,47,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.7,1655.79,1.7,32,מעל שנה וחצי,9.0,,31,171,513.2,2739.6,16.0,,7.2,19.6,13.3,30.4,10.7,12.1,,2.9,9.1,11.4,15.9,0.0,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10048,48,1,נתיב אקספרס,הגליל,גולן גליל ועמקים,נהריה,אחיהוד,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,2,35.7,2313.37,0.1,41,מעל שנה וחצי,,,12,66,44.6,238.6,3.6,,1.0,3.8,6.3,4.6,3.2,2.7,,0.0,3.0,2.3,6.0,,,,,,,,,2.0,ימי חול - 09:00-11:59,2022,4
10048,48,2,נתיב אקספרס,הגליל,גולן גליל ועמקים,אחיהוד,נהריה,בינעירוני,מאסף,סדיר,בינעירוני,אוטובוס,1,35.9,2443.31,0.1,39,מעל שנה וחצי,2.0,,12,68,33.8,187.7,2.8,,,1.6,4.4,4.1,1.9,1.8,,,2.4,3.0,3.2,,,,,,,,,0.5,ימי חול - 09:00-11:59,2022,4
10049,49,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,2388.6,2.3,31,מעל שנה וחצי,11.0,,41,225,1044.6,5602.6,24.9,,3.1,19.7,21.5,43.3,25.2,18.9,,,8.6,18.1,27.4,,,,,,,,,,ימי חול - 12:00-14:59,2022,4
10049,49,2,אגד,חיפה עירוני,מטרופולין חיפה,טירת כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.5,2143.8,2.2,30,מעל שנה וחצי,7.0,,41,225,892.5,4761.5,21.2,,12.7,33.1,22.2,32.3,15.2,9.5,,10.4,14.6,15.2,18.4,0.0,,,,,,,,,ימי חול - 06:00-08:59,2022,4
10060,60,1,אגד,חיפה פרברי,מטרופולין חיפה,זכרון יעקב,זכרון יעקב,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,7.8,46.91,1.9,22,מעל שנה וחצי,1.0,,1,6,13.5,87.1,14.5,,,13.5,,,,,,,19.6,,,,,,,,,,,,שישי - 06:00-08:59,2022,4
